Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
JZI,Airlines,Online,Value Plan,No,73,UNITED KINGDOM,87,30.45,M,52
ART,Airlines,Online,24 Protect,No,3,UNITED ARAB EMIRATES,12.67,4.43,M,48
ART,Airlines,Online,24 Protect,No,64,UNITED ARAB EMIRATES,19.24,6.73,M,48
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,30.55,7.64,M,26
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,14.95,3.74,M,40
C2B,Airlines,Online,Bronze Plan,No,35,SINGAPORE,100.1,25.02,F,24
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,30,7.5,M,32
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,70.85,17.71,F,30
C2B,Airlines,Online,Silver Plan,No,34,SINGAPORE,93.6,23.4,F,57
C2B,Airlines,Online,Silver Plan,No,30,SINGAPORE,82.55,20.64,F,58
C2B,Airlines,Online,Annual Silver Plan,No,487,SINGAPORE,252.85,63.21,M,28
C2B,Airlines,Online,Annual Silver Plan,No,373,SINGAPORE,252.85,63.21,M,41
C2B,Airlines,Online,Annual Silver Plan,Yes,386,SINGAPORE,252.85,63.21,F,38
JWT,Airlines,Online,Value Plan,No,9,INDIA,39,15.6,F,118
KML,Travel Agency,Online,Value Plan,No,53,INDONESIA,28,10.64,F,48
KML,Travel Agency,Online,Value Plan,No,40,INDONESIA,28,10.64,M,48
JZI,Airlines,Online,Basic Plan,No,108,PHILIPPINES,22,7.7,M,27
JZI,Airlines,Online,Basic Plan,No,26,JAPAN,26,9.1,F,37
JZI,Airlines,Online,Basic Plan,No,43,HONG KONG,26,9.1,F,37
JZI,Airlines,Online,Basic Plan,No,26,HONG KONG,26,9.1,F,45
JZI,Airlines,Online,Basic Plan,No,22,CHINA,26,9.1,M,50
JZI,Airlines,Online,Basic Plan,No,108,PHILIPPINES,22,7.7,F,33
JZI,Airlines,Online,Basic Plan,No,48,GUINEA,116,40.6,M,42
JZI,Airlines,Online,Basic Plan,No,31,INDIA,22,7.7,M,38
JZI,Airlines,Online,Basic Plan,No,118,"TAIWAN, PROVINCE OF CHINA",26,9.1,F,36
JZI,Airlines,Online,Basic Plan,No,32,MALAYSIA,22,7.7,M,63
JZI,Airlines,Online,Basic Plan,No,4,INDONESIA,18,6.3,F,42
JZI,Airlines,Online,Basic Plan,No,8,MYANMAR,22,7.7,M,54
JZI,Airlines,Online,Basic Plan,No,10,CHINA,26,9.1,M,37
JZI,Airlines,Online,Basic Plan,No,8,CHINA,26,9.1,M,61
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,41
JZI,Airlines,Online,Basic Plan,No,4,CHINA,22,7.7,M,40
JZI,Airlines,Online,Basic Plan,No,9,CHINA,35,12.25,M,66
JZI,Airlines,Online,Value Plan,No,126,CANADA,138,48.3,F,56
JZI,Airlines,Online,Value Plan,No,12,CHINA,36,12.6,M,36
JZI,Airlines,Online,Value Plan,No,31,"KOREA, REPUBLIC OF",45,15.75,F,48
JZI,Airlines,Online,Value Plan,No,16,UNITED KINGDOM,87,30.45,M,47
ART,Airlines,Online,24 Protect,No,2,PHILIPPINES,3.1,1.08,M,48
ART,Airlines,Online,24 Protect,No,35,PHILIPPINES,38.33,13.42,M,48
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,29.9,7.47,F,51
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,54.6,13.65,M,35
C2B,Airlines,Online,Gold Plan,No,11,SINGAPORE,63.7,15.93,M,45
C2B,Airlines,Online,Annual Silver Plan,Yes,370,SINGAPORE,252.85,63.21,F,22
C2B,Airlines,Online,Annual Gold Plan,No,370,SINGAPORE,389.35,97.34,M,60
KML,Travel Agency,Online,Value Plan,No,17,INDONESIA,28,10.64,F,48
KML,Travel Agency,Online,Premier Plan,No,55,FRANCE,86,32.68,M,48
JZI,Airlines,Online,Basic Plan,No,156,INDONESIA,0,6.3,M,23
JZI,Airlines,Online,Basic Plan,No,7,CHINA,26,9.1,M,41
JZI,Airlines,Online,Basic Plan,No,50,THAILAND,22,7.7,F,26
JZI,Airlines,Online,Basic Plan,No,14,CHINA,22,7.7,M,49
JZI,Airlines,Online,Basic Plan,No,12,HONG KONG,22,7.7,M,39
JZI,Airlines,Online,Basic Plan,No,13,CHINA,22,7.7,M,46
JZI,Airlines,Online,Basic Plan,No,44,THAILAND,30,10.5,M,56
JZI,Airlines,Online,Basic Plan,No,18,HONG KONG,26,9.1,F,33
JZI,Airlines,Online,Basic Plan,No,156,INDONESIA,18,6.3,M,23
JZI,Airlines,Online,Basic Plan,No,10,HONG KONG,35,12.25,M,49
JZI,Airlines,Online,Basic Plan,No,47,MALAYSIA,22,7.7,F,43
JZI,Airlines,Online,Basic Plan,No,12,INDIA,22,7.7,M,23
JZI,Airlines,Online,Basic Plan,No,32,THAILAND,22,7.7,F,30
JZI,Airlines,Online,Basic Plan,No,17,THAILAND,22,7.7,F,21
JZI,Airlines,Online,Basic Plan,No,5,INDIA,22,7.7,M,52
JZI,Airlines,Online,Basic Plan,No,4,MYANMAR,18,6.3,F,31
JZI,Airlines,Online,Basic Plan,No,7,CHINA,22,7.7,F,58
JZI,Airlines,Online,Basic Plan,No,3,CHINA,22,7.7,M,30
JZI,Airlines,Online,Basic Plan,No,39,SRI LANKA,22,7.7,F,29
JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18,6.3,F,15
JZI,Airlines,Online,Value Plan,No,12,"TAIWAN, PROVINCE OF CHINA",45,15.75,M,39
JZI,Airlines,Online,Value Plan,No,15,JAPAN,58,20.3,M,48
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,17.55,4.39,F,46
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,38.35,9.59,F,28
C2B,Airlines,Online,Bronze Plan,No,55,SINGAPORE,44.85,11.21,F,52
C2B,Airlines,Online,Silver Plan,No,37,SINGAPORE,24.05,6.01,F,57
C2B,Airlines,Online,Gold Plan,No,7,SINGAPORE,35.1,8.78,F,28
C2B,Airlines,Online,Gold Plan,No,28,SINGAPORE,77.35,19.34,M,50
C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,252.85,63.21,F,42
JWT,Airlines,Online,Value Plan,No,8,INDIA,50,20,M,118
JWT,Airlines,Online,Value Plan,No,38,INDIA,31,12.4,F,118
JZI,Airlines,Online,Basic Plan,No,15,INDIA,22,7.7,M,41
JZI,Airlines,Online,Basic Plan,No,18,INDIA,26,9.1,M,44
JZI,Airlines,Online,Basic Plan,No,61,THAILAND,22,7.7,F,29
JZI,Airlines,Online,Basic Plan,No,46,VIET NAM,22,7.7,M,58
JZI,Airlines,Online,Basic Plan,No,36,THAILAND,22,7.7,M,44
JZI,Airlines,Online,Basic Plan,No,70,UNITED KINGDOM,31,10.85,F,20
JZI,Airlines,Online,Basic Plan,No,32,SRI LANKA,26,9.1,F,62
JZI,Airlines,Online,Basic Plan,No,85,CHINA,26,9.1,M,48
JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,18,6.3,M,41
JZI,Airlines,Online,Basic Plan,No,19,THAILAND,22,7.7,M,37
JZI,Airlines,Online,Value Plan,No,30,NORWAY,67,23.45,F,45
ART,Airlines,Online,24 Protect,No,1,PHILIPPINES,4.87,1.7,M,48
JWT,Airlines,Online,Value Plan,No,15,INDIA,31,12.4,M,118
RAB,Airlines,Online,Value Plan,No,24,BRUNEI DARUSSALAM,23,9.2,M,53
JZI,Airlines,Online,Basic Plan,No,32,CHINA,40,14,F,39
JZI,Airlines,Online,Basic Plan,No,10,MYANMAR,18,6.3,M,54
JZI,Airlines,Online,Basic Plan,No,22,CHINA,26,9.1,M,63
JZI,Airlines,Online,Basic Plan,No,45,INDONESIA,37,12.95,F,39
JZI,Airlines,Online,Basic Plan,Yes,14,HONG KONG,26,9.1,F,36
JZI,Airlines,Online,Basic Plan,No,20,HONG KONG,0,9.1,F,42
JZI,Airlines,Online,Basic Plan,No,34,THAILAND,30,10.5,M,47
JZI,Airlines,Online,Basic Plan,No,20,THAILAND,22,7.7,M,49
JZI,Airlines,Online,Value Plan,No,83,JAPAN,0,20.3,F,32
JZI,Airlines,Online,Value Plan,No,95,FINLAND,87,30.45,F,29
C2B,Airlines,Online,Bronze Plan,No,42,SINGAPORE,53.5,13.38,M,30
C2B,Airlines,Online,Bronze Plan,No,66,SINGAPORE,47,11.75,M,49
C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,53.5,13.38,F,29
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,18,4.5,F,49
C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,53.5,13.38,F,30
C2B,Airlines,Online,Silver Plan,No,32,SINGAPORE,157,39.25,F,38
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,18.5,4.63,F,43
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,35.5,8.88,F,35
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,252.85,63.21,F,39
C2B,Airlines,Online,Annual Silver Plan,No,396,SINGAPORE,252.85,63.21,F,28
C2B,Airlines,Online,Annual Silver Plan,Yes,365,SINGAPORE,252.85,63.21,M,49
C2B,Airlines,Online,Annual Silver Plan,No,376,SINGAPORE,252.85,63.21,M,45
KML,Travel Agency,Online,Value Plan,No,57,NETHERLANDS,109,41.42,M,48
RAB,Airlines,Online,Value Plan,No,0,BRUNEI DARUSSALAM,15,6,M,24
RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15,6,F,28
JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,M,37
JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18,6.3,M,44
JZI,Airlines,Online,Basic Plan,No,63,MYANMAR,33,11.55,F,28
JZI,Airlines,Online,Basic Plan,No,6,MYANMAR,22,7.7,M,58
JZI,Airlines,Online,Basic Plan,No,34,INDONESIA,37,12.95,F,36
JZI,Airlines,Online,Basic Plan,No,11,THAILAND,22,7.7,M,42
JZI,Airlines,Online,Basic Plan,No,9,MALAYSIA,0,6.3,F,49
JZI,Airlines,Online,Basic Plan,No,3,MYANMAR,18,6.3,F,27
JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,22,7.7,M,54
JZI,Airlines,Online,Basic Plan,No,20,THAILAND,22,7.7,F,56
JZI,Airlines,Online,Basic Plan,No,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22,7.7,F,22
JZI,Airlines,Online,Basic Plan,No,10,CHINA,26,9.1,M,37
JZI,Airlines,Online,Basic Plan,No,9,MALAYSIA,18,6.3,M,43
JZI,Airlines,Online,Basic Plan,No,10,CHINA,22,7.7,M,66
JZI,Airlines,Online,Basic Plan,No,27,HONG KONG,26,9.1,F,26
JZI,Airlines,Online,Basic Plan,No,83,MYANMAR,37,12.95,F,26
JZI,Airlines,Online,Basic Plan,No,13,CHINA,26,9.1,M,49
CSR,Travel Agency,Offline,Comprehensive Plan,No,144,THAILAND,29,9.57,F,65
CCR,Travel Agency,Offline,Comprehensive Plan,No,192,THAILAND,29,9.57,F,76
CBH,Travel Agency,Offline,Comprehensive Plan,No,136,THAILAND,29,9.57,F,67
ADM,Travel Agency,Online,Premier Plan,No,22,INDONESIA,38,14.44,M,22
ART,Airlines,Online,Value Plan,No,11,INDONESIA,29,10.15,M,118
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,23.5,5.88,F,54
C2B,Airlines,Online,Bronze Plan,Yes,29,SINGAPORE,18,4.5,F,35
C2B,Airlines,Online,Bronze Plan,Yes,11,SINGAPORE,17,4.25,M,52
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,53.5,13.38,M,38
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,13.5,3.38,F,33
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,13.5,3.38,M,37
C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,53.5,13.38,M,32
C2B,Airlines,Online,Bronze Plan,No,78,SINGAPORE,23.5,5.88,F,28
C2B,Airlines,Online,Bronze Plan,Yes,42,SINGAPORE,94,23.5,F,28
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,17,4.25,F,39
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,53.5,13.38,M,33
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,23,5.75,M,45
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,13.5,3.38,F,23
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,17,4.25,M,23
C2B,Airlines,Online,Bronze Plan,No,217,SINGAPORE,13.5,3.38,M,37
C2B,Airlines,Online,Bronze Plan,No,69,SINGAPORE,137,34.25,F,73
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,13.5,3.38,F,39
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,15,3.75,F,46
C2B,Airlines,Online,Bronze Plan,Yes,22,SINGAPORE,40.5,10.13,F,30
C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,40.5,10.13,M,30
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,17,4.25,M,27
C2B,Airlines,Online,Bronze Plan,Yes,32,SINGAPORE,53.5,13.38,M,23
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,34.5,8.63,M,26
C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,34.5,8.63,F,23
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,29.5,7.38,F,24
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,18,4.5,F,63
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,29.9,7.47,F,29
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,57,14.25,F,60
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,18.5,4.63,M,15
C2B,Airlines,Online,Silver Plan,No,44,SINGAPORE,84.5,21.13,F,29
C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,24.05,6.01,M,30
C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,24.05,6.01,F,43
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,24.5,6.13,M,48
C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,18.5,4.63,M,19
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,18.5,4.63,F,27
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,33.5,8.38,M,67
C2B,Airlines,Online,Gold Plan,No,33,SINGAPORE,27,6.75,F,34
C2B,Airlines,Online,Gold Plan,Yes,20,SINGAPORE,60,15,F,75
C2B,Airlines,Online,Annual Silver Plan,No,382,SINGAPORE,252.85,63.21,M,29
JWT,Airlines,Online,Value Plan,No,8,INDIA,39,15.6,M,118
KML,Travel Agency,Online,Value Plan,No,12,INDONESIA,28,10.64,M,48
KML,Travel Agency,Online,Premier Plan,No,52,NETHERLANDS,147,55.86,M,48
RAB,Airlines,Online,Value Plan,No,24,BRUNEI DARUSSALAM,23,9.2,M,25
RAB,Airlines,Online,Value Plan,No,96,BRUNEI DARUSSALAM,15,6,F,33
JZI,Airlines,Online,Basic Plan,No,29,THAILAND,22,7.7,M,20
JZI,Airlines,Online,Basic Plan,No,10,JAPAN,35,12.25,F,31
JZI,Airlines,Online,Basic Plan,No,2,THAILAND,18,6.3,M,52
JZI,Airlines,Online,Basic Plan,No,1,CHINA,22,7.7,M,35
JZI,Airlines,Online,Basic Plan,No,38,HONG KONG,26,9.1,F,48
JZI,Airlines,Online,Basic Plan,No,35,CHINA,40,14,M,36
JZI,Airlines,Online,Basic Plan,No,1,MALAYSIA,18,6.3,M,29
JZI,Airlines,Online,Basic Plan,No,10,CAMBODIA,18,6.3,M,41
JZI,Airlines,Online,Basic Plan,No,12,THAILAND,18,6.3,F,55
JZI,Airlines,Online,Basic Plan,No,10,INDONESIA,22,7.7,M,44
JZI,Airlines,Online,Basic Plan,No,104,THAILAND,18,6.3,F,42
JZI,Airlines,Online,Value Plan,No,34,AUSTRALIA,69,24.15,M,51
JZI,Airlines,Online,Value Plan,No,19,NETHERLANDS,87,30.45,M,33
JZI,Airlines,Online,Value Plan,No,18,CHINA,45,15.75,M,58
CCR,Travel Agency,Offline,Comprehensive Plan,No,207,MALAYSIA,29,9.57,F,28
C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,50.5,12.63,F,24
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,23.5,5.88,F,25
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,17,4.25,F,51
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,29.5,7.38,F,33
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,18,4.5,F,31
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,13.5,3.38,F,51
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,30.55,7.64,F,29
C2B,Airlines,Online,Bronze Plan,No,58,SINGAPORE,53.5,13.38,F,30
C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,40.5,10.13,F,32
C2B,Airlines,Online,Bronze Plan,No,96,SINGAPORE,17,4.25,F,26
C2B,Airlines,Online,Bronze Plan,No,96,SINGAPORE,17,4.25,M,26
C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,53.5,13.38,F,30
C2B,Airlines,Online,Bronze Plan,No,35,SINGAPORE,61.5,15.38,F,33
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,23.5,5.88,M,23
C2B,Airlines,Online,Bronze Plan,No,83,SINGAPORE,13.5,3.38,F,44
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,23.5,5.88,F,28
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,35.5,8.88,M,29
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23.5,5.88,F,42
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,13.5,3.38,M,31
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,13.5,3.38,M,31
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,17.55,4.39,F,31
C2B,Airlines,Online,Bronze Plan,No,25,SINGAPORE,35.5,8.88,F,34
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,29.5,7.38,F,54
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,11.5,2.88,F,13
C2B,Airlines,Online,Bronze Plan,No,80,SINGAPORE,137,34.25,M,27
C2B,Airlines,Online,Bronze Plan,Yes,32,SINGAPORE,53.5,13.38,F,58
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,M,30
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,32.5,8.13,M,62
C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,18.5,4.63,F,23
C2B,Airlines,Online,Silver Plan,Yes,29,SINGAPORE,33.5,8.38,F,23
C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,15,3.75,M,26
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,25,6.25,M,34
C2B,Airlines,Online,Silver Plan,Yes,24,SINGAPORE,25,6.25,M,38
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,25,6.25,M,22
C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,18.5,4.63,M,70
C2B,Airlines,Online,Silver Plan,No,33,SINGAPORE,54.5,13.63,M,35
C2B,Airlines,Online,Silver Plan,No,17,SINGAPORE,63.5,15.88,F,31
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,32.5,8.13,F,18
C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,41.5,10.38,M,31
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,187.85,46.96,M,53
C2B,Airlines,Online,Annual Silver Plan,No,373,SINGAPORE,252.85,63.21,M,50
JWT,Airlines,Online,Value Plan,No,31,INDIA,93,37.2,M,118
JWT,Airlines,Online,Value Plan,No,65,INDIA,62,24.8,M,118
JWT,Airlines,Online,Value Plan,No,15,INDIA,50,20,F,118
KML,Travel Agency,Online,Value Plan,No,10,INDONESIA,28,10.64,F,48
KML,Travel Agency,Online,Premier Plan,No,56,NETHERLANDS,147,55.86,M,48
JZI,Airlines,Online,Basic Plan,No,28,JAPAN,35,12.25,M,32
JZI,Airlines,Online,Basic Plan,No,12,CHINA,22,7.7,F,64
JZI,Airlines,Online,Basic Plan,No,12,CHINA,35,12.25,F,30
JZI,Airlines,Online,Basic Plan,No,14,MALAYSIA,30,10.5,M,32
JZI,Airlines,Online,Basic Plan,No,6,THAILAND,18,6.3,M,25
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,27
JZI,Airlines,Online,Basic Plan,No,14,"KOREA, REPUBLIC OF",35,12.25,F,60
JZI,Airlines,Online,Basic Plan,No,18,INDONESIA,37,12.95,F,33
JZI,Airlines,Online,Basic Plan,No,18,PHILIPPINES,22,7.7,F,54
JZI,Airlines,Online,Basic Plan,No,52,PHILIPPINES,37,12.95,F,31
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,40
JZI,Airlines,Online,Basic Plan,No,7,THAILAND,22,7.7,M,54
JZI,Airlines,Online,Basic Plan,No,33,"KOREA, REPUBLIC OF",63,22.05,F,24
JZI,Airlines,Online,Basic Plan,No,5,CHINA,22,7.7,M,53
JZI,Airlines,Online,Basic Plan,No,75,INDONESIA,30,10.5,M,39
JZI,Airlines,Online,Value Plan,No,25,JAPAN,58,20.3,M,42
JZI,Airlines,Online,Value Plan,No,25,JAPAN,58,20.3,F,39
JZI,Airlines,Online,Value Plan,No,11,JAPAN,36,12.6,M,49
ADM,Travel Agency,Online,Premier Plan,No,20,FRANCE,-86,32.68,M,22
JZI,Airlines,Online,Value Plan,No,233,AUSTRALIA,-58,20.3,M,30
ADM,Travel Agency,Online,Value Plan,No,24,FRANCE,-58,22.04,M,22
JZI,Airlines,Online,Value Plan,No,30,NORWAY,-67,23.45,F,45
ADM,Travel Agency,Online,Premier Plan,No,22,INDONESIA,-38,14.44,M,22
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,-29.9,7.47,F,29
C2B,Airlines,Online,Bronze Plan,No,33,SINGAPORE,13.5,3.38,F,37
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,23.5,5.88,M,36
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,34.5,8.63,F,59
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,34.5,8.63,F,65
C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,17,4.25,M,66
C2B,Airlines,Online,Bronze Plan,No,53,SINGAPORE,13.5,3.38,M,36
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,13.5,3.38,M,27
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,23.5,5.88,F,69
C2B,Airlines,Online,Bronze Plan,No,46,SINGAPORE,101,25.25,F,24
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,40.5,10.13,F,25
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,23.5,5.88,F,65
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,13.5,3.38,F,41
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.5,F,58
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.5,F,31
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,29.5,7.38,M,25
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,17,4.25,M,24
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,18,4.5,M,28
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,17,4.25,M,29
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.5,F,31
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,29.5,7.38,F,44
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,23.5,5.88,F,31
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,13.5,3.38,F,31
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,34.5,8.63,M,38
C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,47,11.75,F,54
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,13.5,3.38,F,54
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,13.5,3.38,M,23
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,13.5,3.38,F,27
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,18,4.5,F,34
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,53.5,13.38,M,29
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,53.5,13.38,M,26
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,23.5,5.88,F,32
C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,33.5,8.38,M,37
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,F,29
C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,18.5,4.63,M,28
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,24.5,6.13,M,75
C2B,Airlines,Online,Silver Plan,No,33,SINGAPORE,54.5,13.63,F,29
C2B,Airlines,Online,Silver Plan,No,70,SINGAPORE,72,18,F,63
C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,46.15,11.54,M,32
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,M,43
C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,33.5,8.38,F,38
C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,54.5,13.63,M,37
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,18.5,4.63,M,30
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,24.05,6.01,M,34
C2B,Airlines,Online,Silver Plan,No,34,SINGAPORE,54.5,13.63,F,25
C2B,Airlines,Online,Silver Plan,No,18,SINGAPORE,63.5,15.88,M,33
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,25,6.25,M,24
C2B,Airlines,Online,Gold Plan,No,27,SINGAPORE,91,22.75,M,37
C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,252.85,63.21,F,60
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,187.85,46.96,F,34
C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,252.85,63.21,F,34
C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,252.85,63.21,M,33
C2B,Airlines,Online,Annual Silver Plan,Yes,365,SINGAPORE,252.85,63.21,M,62
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,252.85,63.21,M,34
JWT,Airlines,Online,Value Plan,No,20,INDIA,72,28.8,F,118
KML,Travel Agency,Online,Value Plan,No,22,INDONESIA,28,10.64,F,48
RAB,Airlines,Online,Value Plan,No,8,BRUNEI DARUSSALAM,23,9.2,M,39
JZI,Airlines,Online,Basic Plan,No,2,CHINA,22,7.7,M,34
JZI,Airlines,Online,Basic Plan,No,18,HONG KONG,26,9.1,F,51
JZI,Airlines,Online,Basic Plan,No,13,PHILIPPINES,18,6.3,M,26
JZI,Airlines,Online,Basic Plan,No,19,CHINA,44,15.4,M,61
JZI,Airlines,Online,Basic Plan,No,38,HONG KONG,26,9.1,M,30
JZI,Airlines,Online,Basic Plan,No,25,CHINA,35,12.25,F,60
JZI,Airlines,Online,Basic Plan,No,22,VIET NAM,22,7.7,M,45
JZI,Airlines,Online,Basic Plan,No,71,CHINA,69,24.15,M,38
