WeekOfMonth,WeekOfMonthClaimed,Age,PolicyNumber,RepNumber,Deductible,DriverRating,PoliceReportFiled,WitnessPresent,Year,FraudFound_P
2,3,44,1817,9,400,3,No,No,1994,0
2,3,60,1818,1,400,4,No,No,1994,0
2,3,41,1819,16,400,1,No,No,1994,0
3,2,33,1820,16,400,1,No,No,1994,0
2,2,34,1821,16,400,3,No,No,1994,0
2,2,42,1822,10,400,4,No,No,1994,0
5,1,26,1823,4,400,3,No,No,1994,0
3,1,41,1824,5,400,4,No,No,1994,0
2,5,31,1825,15,400,1,No,No,1994,0
5,1,24,1826,6,400,1,No,No,1994,0
2,4,29,1827,8,400,1,No,No,1994,0
2,4,31,1828,13,400,2,No,No,1994,0
5,5,79,1829,4,400,4,No,No,1994,0
4,4,49,1830,6,700,2,Yes,No,1994,0
1,1,19,1831,5,400,4,No,No,1994,0
2,3,28,1832,6,400,2,No,No,1994,0
4,4,30,1833,5,400,1,No,No,1994,0
2,2,45,1834,1,400,3,No,No,1994,0
2,3,41,1835,16,400,3,No,No,1994,0
1,5,48,1836,12,400,3,No,No,1994,0
4,4,46,1837,1,500,2,No,No,1994,0
3,3,31,1838,12,400,4,No,No,1994,0
3,4,56,1839,6,400,2,No,No,1994,0
3,3,37,1840,9,400,3,No,No,1994,0
3,3,62,1841,12,400,3,No,No,1994,0
3,3,40,1842,4,400,3,No,No,1994,0
2,2,45,1843,6,400,4,No,No,1994,0
3,2,38,1844,9,400,1,No,No,1994,0
2,2,22,1845,16,400,4,No,No,1994,0
5,2,45,1846,3,400,2,No,No,1994,0
4,1,38,1847,9,400,2,No,No,1994,0
3,3,33,1848,15,400,2,No,No,1994,0
2,2,30,1849,10,400,3,No,No,1994,0
2,2,55,1850,2,400,3,No,No,1994,0
2,3,31,1851,13,400,2,No,No,1994,0
1,2,55,1852,11,400,2,No,No,1994,0
1,2,37,1853,3,400,2,No,No,1994,0
2,2,39,1854,15,400,3,No,No,1994,0
1,1,29,1855,13,400,3,No,No,1994,0
2,2,37,1856,10,400,1,No,No,1994,1
5,1,30,1857,4,400,1,No,No,1994,0
1,1,39,1858,16,400,3,No,No,1994,0
1,1,73,1859,13,400,2,No,No,1994,0
3,4,32,1860,14,400,1,No,No,1994,0
2,2,51,1861,13,700,3,No,No,1994,0
2,2,50,1862,11,400,3,No,No,1994,1
2,1,29,1863,11,400,2,No,No,1994,1
1,1,61,1864,4,400,1,No,No,1994,0
5,1,60,1865,10,400,1,No,No,1994,0
1,1,75,1866,7,400,2,No,No,1994,0
4,4,27,1867,3,400,4,No,No,1994,0
1,1,27,1868,2,400,4,No,No,1994,0
3,3,35,1869,13,400,3,No,No,1994,0
1,2,51,1870,12,400,2,No,No,1994,0
3,4,40,1871,1,400,3,No,No,1994,0
2,2,42,1872,15,400,2,No,No,1994,0
2,2,68,1873,5,400,2,No,No,1994,0
1,1,51,1874,7,400,3,No,No,1994,0
2,2,43,1875,8,400,1,No,No,1994,0
4,4,71,1876,11,400,1,No,No,1994,0
2,2,37,1877,9,400,4,No,No,1994,0
2,4,26,1878,1,400,1,No,No,1994,0
1,2,32,1879,3,400,2,No,No,1994,0
1,2,33,1880,15,400,4,No,No,1994,0
1,2,47,1881,7,400,2,No,No,1994,0
4,4,53,1882,9,400,3,No,No,1994,0
2,1,36,1883,10,400,4,No,No,1994,1
5,5,41,1884,5,400,3,No,No,1994,0
4,2,28,1885,1,400,2,No,No,1994,0
4,5,24,1886,5,400,2,No,No,1994,0
4,1,55,1887,11,400,1,No,No,1994,0
3,3,65,1888,15,500,4,No,No,1994,0
2,2,47,1889,15,400,3,No,No,1994,1
1,1,45,1890,5,400,3,No,No,1994,0
1,4,43,1891,1,400,4,No,No,1994,0
1,3,76,1892,1,700,2,No,No,1994,0
3,4,47,1893,11,400,2,No,No,1994,0
3,3,55,1894,5,400,2,No,No,1994,0
2,2,43,1895,11,400,3,No,No,1994,1
3,3,30,1896,14,400,4,No,No,1994,0
3,3,28,1897,14,400,2,No,No,1994,0
2,3,35,1898,8,400,4,No,No,1994,0
2,2,27,1899,5,400,1,No,No,1994,0
2,2,43,1900,15,400,1,No,No,1994,0
2,2,0,1901,13,400,4,No,No,1994,0
2,1,28,1902,3,400,3,No,No,1994,0
1,1,48,1903,6,400,2,No,No,1994,0
2,4,35,1904,14,400,1,No,No,1994,0
5,5,29,1905,8,400,2,No,No,1994,0
2,3,0,1906,2,400,2,No,No,1994,0
2,2,0,1907,11,400,2,No,No,1994,0
1,1,54,1908,3,400,2,No,No,1994,0
2,2,28,1909,7,400,1,No,No,1994,0
2,2,45,1910,14,400,2,No,No,1994,0
1,1,29,1911,3,400,3,No,No,1994,0
2,3,34,1912,9,400,1,No,No,1994,0
5,1,32,1913,16,400,4,No,No,1994,0
1,1,35,1914,1,400,4,No,No,1994,0
2,2,28,1915,16,400,3,No,No,1994,0
5,5,58,1916,2,400,3,No,No,1994,0
2,3,39,1917,7,400,4,No,No,1994,0
2,2,38,1918,2,400,3,No,No,1994,0
2,2,47,1919,9,400,2,No,No,1994,0
2,3,26,1920,6,400,3,No,No,1994,0
2,4,54,1921,15,400,1,No,No,1994,0
4,4,51,1922,1,400,1,No,No,1994,0
4,4,27,1923,16,700,3,No,No,1994,0
3,3,38,1924,9,400,2,No,No,1994,0
3,1,41,1925,4,400,3,No,No,1994,0
1,1,34,1926,5,400,4,No,No,1994,0
5,2,58,1927,12,400,1,No,No,1994,0
5,2,40,1928,3,400,4,No,No,1994,0
5,1,44,1929,1,400,4,No,No,1994,0
5,1,28,1930,14,400,4,No,No,1994,0
4,1,27,1931,2,400,3,No,No,1994,0
4,4,52,1932,7,400,4,No,No,1994,0
4,4,35,1933,15,400,4,No,No,1994,0
2,2,48,1934,14,400,4,No,No,1994,0
2,3,35,1935,8,400,3,No,No,1994,0
3,3,37,1936,7,400,3,No,No,1994,0
4,3,44,1937,13,400,2,No,No,1994,0
4,4,56,1938,15,400,4,No,No,1994,0
2,4,46,1939,1,500,1,No,No,1994,0
2,3,41,1940,11,400,1,No,No,1994,0
2,2,46,1941,12,400,4,No,No,1994,0
2,2,45,1942,10,400,1,No,No,1994,0
2,2,48,1943,3,400,1,No,No,1994,0
2,2,37,1944,5,400,4,No,No,1994,0
2,3,31,1945,13,400,4,No,No,1994,0
2,3,0,1946,3,400,3,No,No,1994,0
1,4,31,1947,5,400,1,No,No,1994,0
1,2,45,1948,10,400,3,No,No,1994,0
2,3,41,1949,8,400,3,No,No,1994,0
1,1,0,1950,6,400,1,No,No,1994,0
1,2,0,1951,9,400,1,No,No,1994,0
5,3,0,1952,7,400,2,No,No,1994,0
4,2,45,1953,1,400,3,No,No,1994,0
4,1,37,1954,2,700,3,No,No,1994,0
3,1,0,1955,8,400,3,No,No,1994,0
5,5,72,1956,13,400,3,No,No,1994,0
5,1,39,1957,5,400,3,No,No,1994,0
5,4,0,1958,15,400,4,No,No,1994,0
1,3,0,1959,7,400,3,No,No,1994,0
1,1,28,1960,1,400,3,No,No,1994,0
1,3,26,1961,15,400,2,No,No,1994,0
1,2,29,1962,6,400,2,No,No,1994,0
2,1,28,1963,5,400,1,No,No,1994,1
1,2,37,1964,4,400,4,No,No,1994,0
2,3,35,1965,8,400,2,No,No,1994,0
2,2,45,1966,1,400,3,No,No,1994,0
2,3,54,1967,4,400,2,No,No,1994,0
2,5,35,1968,13,400,4,No,No,1994,0
3,3,59,1969,6,400,4,No,No,1994,0
3,3,27,1970,2,400,1,No,No,1994,0
3,4,48,1971,8,400,3,No,No,1994,0
4,4,33,1972,9,400,3,No,No,1994,0
1,2,51,1973,13,400,4,No,No,1994,0
1,1,64,1974,1,400,1,No,No,1994,0
3,3,26,1975,8,400,3,No,No,1994,0
4,4,40,1976,1,400,2,No,No,1994,0
5,5,30,1977,3,400,2,No,No,1994,0
3,3,27,1978,9,400,4,No,No,1994,0
2,3,20,1979,3,400,4,No,No,1994,1
2,2,61,1980,11,400,4,No,No,1994,0
3,3,34,1981,5,400,2,No,No,1994,0
3,4,41,1982,11,400,3,No,No,1994,0
3,4,40,1983,5,400,3,No,No,1994,0
4,4,40,1984,14,400,2,Yes,Yes,1994,0
2,4,30,1985,16,400,3,No,No,1994,0
3,2,40,1986,16,400,1,No,No,1994,0
4,4,76,1987,3,400,4,No,Yes,1994,0
2,3,28,1988,12,400,3,No,No,1994,0
2,2,64,1989,2,400,1,No,No,1994,0
1,4,40,1990,6,500,3,No,No,1994,1
3,3,29,1991,5,400,1,No,No,1994,0
3,3,69,1992,1,400,4,No,No,1994,0
5,3,45,1993,15,400,4,No,No,1994,0
3,4,29,1994,5,400,3,No,No,1994,0
2,3,58,1995,10,400,3,No,No,1994,0
1,1,40,1996,13,400,1,No,No,1994,0
1,1,32,1997,14,400,2,No,No,1994,0
4,1,28,1998,12,400,4,No,No,1994,0
4,2,40,1999,12,400,1,No,No,1994,0
4,2,43,2000,3,400,2,No,No,1994,0
4,4,67,2001,15,400,3,No,No,1994,0
3,1,32,2002,15,400,4,No,No,1994,0
3,4,44,2003,9,400,2,No,No,1994,0
2,3,44,2004,3,400,4,No,No,1994,1
3,3,29,2005,3,400,2,No,No,1994,0
2,2,58,2006,2,400,3,No,No,1994,0
2,2,63,2007,5,400,3,No,No,1994,0
4,5,55,2008,7,400,1,No,No,1994,0
4,4,61,2009,15,400,3,No,No,1994,0
5,1,48,2010,8,400,3,No,No,1994,0
3,4,29,2011,13,400,1,No,No,1994,0
5,4,28,2012,1,400,3,No,No,1994,0
2,5,39,2013,3,400,1,No,No,1994,0
2,3,65,2014,14,400,1,No,No,1994,0
2,3,26,2015,2,400,3,No,No,1994,0
4,5,48,2016,5,700,1,No,No,1994,0
5,2,44,2017,11,400,2,No,No,1994,0
5,1,40,2018,15,400,4,No,No,1994,0
1,1,42,2019,15,400,2,No,No,1994,0
1,1,28,2020,5,400,3,No,No,1994,0
2,3,27,2021,6,400,1,No,No,1994,0
3,4,21,2022,1,400,1,No,No,1994,0
2,3,37,2023,2,400,3,No,No,1994,0
5,2,24,2024,11,400,1,No,No,1994,0
2,3,31,2025,3,400,3,No,No,1994,0
2,2,54,2026,13,400,4,No,No,1994,0
1,2,55,2027,11,400,1,No,No,1994,0
3,3,65,2028,13,400,1,No,No,1994,1
1,2,48,2029,14,400,2,No,No,1994,0
4,4,31,2030,6,400,2,No,No,1994,0
1,1,29,2031,8,400,4,Yes,No,1994,0
3,4,31,2032,6,400,3,No,No,1994,0
2,2,22,2033,8,400,3,No,No,1994,0
2,2,50,2034,6,400,3,No,No,1994,0
1,2,31,2035,9,400,1,No,No,1994,0
2,3,41,2036,10,400,2,No,No,1994,0
3,3,43,2037,12,400,2,No,No,1994,0
2,2,32,2038,15,400,4,No,No,1994,0
1,2,39,2039,9,400,4,No,No,1994,0
4,4,0,2040,9,400,1,No,No,1994,0
3,3,41,2041,10,500,4,No,No,1994,1
3,3,55,2042,9,400,4,No,No,1994,1
3,3,33,2043,12,400,3,No,No,1994,0
4,4,37,2044,6,400,4,No,No,1994,0
3,3,41,2045,6,400,3,No,No,1994,0
2,2,34,2046,15,400,3,No,No,1994,0
3,1,43,2047,7,700,1,No,No,1994,0
2,2,62,2048,1,400,4,No,No,1994,0
3,3,35,2049,8,400,3,No,No,1994,0
4,5,48,2050,6,400,4,No,No,1994,0
3,4,36,2051,2,400,2,No,No,1994,0
4,1,39,2052,4,400,1,No,No,1994,0
4,4,28,2053,14,400,1,No,No,1994,0
1,1,49,2054,7,400,4,No,No,1994,0
4,4,61,2055,5,400,2,No,No,1994,0
3,3,50,2056,4,400,2,No,No,1994,0
3,3,53,2057,8,400,3,No,No,1994,0
2,2,43,2058,14,400,4,No,No,1994,0
3,3,31,2059,14,400,1,No,No,1994,0
3,4,50,2060,15,400,3,No,No,1994,0
2,2,44,2061,5,400,4,No,No,1994,0
2,2,76,2062,3,400,3,No,No,1994,0
2,2,31,2063,14,400,3,No,No,1994,0
4,2,42,2064,1,400,1,No,No,1994,0
3,4,40,2065,3,400,2,No,No,1994,0
3,4,32,2066,12,400,2,No,No,1994,1
4,4,59,2067,13,400,2,No,No,1994,0
3,1,31,2068,11,400,1,No,No,1994,0
1,5,49,2069,9,400,3,No,No,1994,0
4,4,65,2070,8,400,4,No,No,1994,0
1,1,30,2071,13,400,4,No,No,1994,0
2,2,26,2072,13,400,3,No,No,1994,0
2,3,36,2073,1,400,1,No,No,1994,0
5,1,18,2074,16,400,4,No,No,1994,0
4,5,35,2075,9,400,1,No,No,1994,0
4,5,32,2076,12,400,4,No,No,1994,0
2,3,69,2077,14,400,4,No,No,1994,0
4,1,29,2078,3,400,4,No,No,1994,0
3,3,41,2079,4,400,2,No,No,1994,0
2,3,61,2080,3,400,2,No,No,1994,0
2,2,45,2081,2,400,1,No,No,1994,0
3,3,50,2082,9,400,3,No,No,1994,0
1,2,56,2083,8,400,4,No,No,1994,0
5,5,34,2084,2,400,3,No,No,1994,0
4,4,34,2085,16,400,4,No,No,1994,0
1,1,76,2086,7,400,2,No,No,1994,0
1,1,30,2087,12,400,1,No,No,1994,0
1,1,24,2088,9,400,1,No,No,1994,0
1,2,32,2089,14,400,1,No,No,1994,0
4,5,39,2090,6,400,2,No,No,1994,0
4,4,48,2091,12,400,3,No,No,1994,0
3,3,36,2092,13,500,2,No,No,1994,0
4,2,39,2093,15,400,4,No,No,1994,0
2,2,39,2094,9,400,1,No,No,1994,0
2,3,42,2095,11,400,3,No,No,1994,0
4,1,44,2096,1,400,3,No,No,1994,0
2,2,24,2097,7,400,3,No,No,1994,0
2,1,77,2098,4,400,3,No,No,1994,0
1,1,43,2099,14,400,4,No,No,1994,0
1,2,33,2100,3,400,4,No,No,1994,0
1,3,18,2101,7,400,3,No,No,1994,0
3,3,30,2102,11,400,3,No,No,1994,0
1,1,66,2103,9,400,1,No,No,1994,0
3,3,0,2104,12,400,1,No,No,1994,1
4,4,55,2105,1,400,3,No,No,1994,0
4,4,56,2106,13,400,3,No,No,1994,0
5,1,21,2107,15,400,1,No,No,1994,0
5,3,38,2108,7,400,1,No,No,1994,0
1,1,29,2109,13,400,3,No,No,1994,0
2,2,28,2110,7,400,3,No,No,1994,0
2,2,34,2111,13,400,2,No,No,1994,0
1,2,36,2112,13,400,4,No,No,1994,0
3,4,50,2113,11,400,3,No,No,1994,0
3,5,42,2114,15,400,3,No,No,1994,0
2,3,65,2115,7,400,1,No,No,1994,0
2,1,35,2116,13,400,2,No,No,1994,0
3,3,64,2117,4,400,4,No,No,1994,0
4,4,38,2118,16,400,2,No,No,1994,0
4,4,39,2119,10,400,1,No,No,1994,0
4,4,52,2120,12,400,1,No,No,1994,0
1,1,52,2121,12,400,2,No,No,1994,0
5,1,26,2122,16,400,2,No,No,1994,0
4,1,48,2123,11,400,4,No,No,1994,0
3,3,40,2124,5,400,3,No,No,1994,0
5,1,38,2125,11,400,1,No,No,1994,0
1,4,0,2126,9,400,3,No,No,1994,0
2,2,0,2127,8,400,4,No,No,1994,0
1,2,29,2128,9,400,1,No,No,1994,0
1,1,67,2129,8,400,1,No,No,1994,0
3,4,36,2130,15,400,4,No,No,1994,0
2,2,25,2131,3,400,2,No,No,1994,0
4,1,41,2132,9,400,3,No,No,1994,0
1,1,39,2133,12,400,1,No,No,1994,0
2,3,54,2134,3,400,3,No,No,1994,0
3,3,33,2135,6,400,1,No,No,1994,0
4,5,38,2136,9,400,1,No,No,1994,0
5,1,77,2137,9,400,1,No,No,1994,0
3,3,38,2138,11,400,2,No,No,1994,0
2,3,38,2139,1,400,2,No,No,1994,0
1,2,63,2140,6,700,4,No,No,1994,0
1,2,30,2141,3,400,1,No,No,1994,0
3,1,35,2142,4,400,2,No,No,1994,1
5,1,42,2143,7,500,1,No,No,1994,1
3,4,55,2144,13,400,4,No,No,1994,1
5,1,33,2145,7,400,2,No,No,1994,0
4,4,37,2146,16,400,2,No,No,1994,0
5,1,26,2147,4,400,3,No,No,1994,0
2,2,30,2148,11,400,4,No,No,1994,0
2,3,50,2149,4,400,1,No,No,1994,0
4,5,65,2150,10,400,1,No,No,1994,0
3,3,32,2151,2,400,4,No,No,1994,0
2,3,45,2152,10,400,1,No,No,1994,0
2,5,26,2153,8,400,1,No,No,1994,0
4,4,32,2154,15,400,4,No,No,1994,0
1,2,38,2155,16,400,4,No,No,1994,0
5,1,50,2156,7,400,2,No,No,1994,0
5,2,71,2157,1,400,1,No,No,1994,0
1,2,39,2158,8,400,2,No,No,1994,0
5,1,53,2159,8,400,1,No,No,1994,0
1,3,46,2160,4,400,2,No,No,1994,0
1,2,33,2161,11,400,3,No,No,1994,0
2,3,0,2162,15,400,3,No,No,1994,0
1,2,56,2163,1,400,4,No,No,1994,0
4,3,34,2164,16,400,1,No,No,1994,0
3,3,38,2165,16,400,4,No,No,1994,0
3,4,35,2166,12,400,3,No,No,1994,0
2,1,73,2167,8,400,3,No,No,1994,0
3,1,55,2168,3,400,2,No,No,1994,1
5,1,29,2169,1,400,3,No,No,1994,0
4,2,30,2170,5,400,2,No,No,1994,0
3,1,57,2171,16,700,2,No,No,1994,0
4,5,38,2172,14,400,1,No,No,1994,0
1,2,38,2173,14,400,1,No,No,1994,0
3,4,45,2174,7,400,3,No,No,1994,1
1,2,38,2175,10,400,4,No,No,1994,0
1,1,27,2176,8,400,2,No,No,1994,0
1,2,31,2177,1,400,3,Yes,No,1994,0
4,4,47,2178,1,400,3,No,No,1994,0
3,4,41,2179,10,400,2,No,No,1994,0
3,3,36,2180,4,400,1,No,No,1994,0
4,5,19,2181,15,400,1,No,No,1994,0
4,1,34,2182,15,400,1,No,No,1994,0
4,4,56,2183,10,400,3,No,No,1994,0
3,2,37,2184,15,400,3,No,No,1994,0
3,3,51,2185,6,400,1,No,No,1994,0
3,4,44,2186,11,400,3,No,No,1994,1
2,3,63,2187,8,400,1,No,No,1994,0
3,1,52,2188,3,400,3,No,No,1994,0
1,2,36,2189,14,400,3,No,No,1994,0
3,3,37,2190,3,400,2,No,No,1994,0
4,1,64,2191,2,400,3,No,No,1994,1
2,2,26,2192,5,400,3,No,No,1994,0
2,3,52,2193,9,400,1,No,No,1994,0
1,3,43,2194,15,500,2,No,No,1994,0
5,5,29,2195,7,400,2,No,No,1994,0
2,3,68,2196,10,400,1,No,No,1994,0
5,1,42,2197,2,400,2,No,No,1994,0
4,4,77,2198,11,400,2,No,No,1994,0
4,4,24,2199,15,400,1,No,No,1994,0
3,3,0,2200,1,400,1,No,No,1994,0
3,3,40,2201,10,400,1,No,No,1994,0
3,3,72,2202,11,700,4,No,No,1994,0
4,5,33,2203,16,400,4,No,No,1994,1
5,1,33,2204,16,400,3,No,No,1994,0
4,2,57,2205,16,400,1,No,No,1994,1
1,2,29,2206,13,400,1,No,No,1994,0
1,2,65,2207,4,400,3,No,No,1994,0
1,2,50,2208,5,400,4,No,No,1994,0
2,2,33,2209,16,400,3,No,No,1994,0
2,2,49,2210,4,400,4,No,No,1994,0
2,2,46,2211,16,400,3,No,No,1994,0
3,1,69,2212,2,400,3,No,No,1994,0
3,4,41,2213,8,400,1,No,No,1994,0
1,2,30,2214,12,400,3,No,No,1994,0
4,1,33,2215,2,400,2,No,No,1994,0
3,4,43,2216,16,400,3,No,No,1994,0
5,2,29,2217,11,400,2,No,No,1994,0
1,1,30,2218,5,400,4,No,No,1994,0
1,2,37,2219,16,400,3,No,No,1994,0
1,2,61,2220,3,400,3,No,No,1994,0
4,1,43,2221,5,400,2,No,No,1994,1
2,1,45,2222,9,400,2,No,No,1994,0
4,4,29,2223,3,400,2,No,No,1994,1
3,2,30,2224,7,400,4,No,No,1994,0
3,3,43,2225,6,400,2,No,No,1994,0
3,3,35,2226,11,400,1,No,No,1994,0
3,1,54,2227,2,400,4,No,No,1994,0
4,5,34,2228,8,400,4,No,No,1994,0
4,3,41,2229,7,400,4,No,No,1994,0
5,1,37,2230,13,400,3,Yes,No,1994,0
4,4,39,2231,16,400,4,No,No,1994,0
5,2,32,2232,5,400,1,No,No,1994,0
1,1,36,2233,12,700,2,Yes,No,1994,0
3,1,31,2234,1,400,4,No,No,1994,0
3,2,36,2235,2,400,4,No,No,1994,0
3,3,42,2236,11,400,4,No,No,1994,0
5,1,23,2237,13,400,2,No,No,1994,0
3,4,29,2238,15,400,4,No,No,1994,0
4,1,52,2239,13,400,3,No,No,1994,0
1,1,46,2240,14,400,2,No,No,1994,0
4,1,52,2241,1,400,1,No,No,1994,1
5,5,0,2242,2,400,3,No,No,1994,0
3,4,0,2243,6,400,3,No,No,1994,0
3,3,48,2244,11,400,4,No,No,1994,0
2,2,41,2245,12,500,4,No,No,1994,0
1,2,31,2246,10,400,2,Yes,No,1994,0
1,3,27,2247,6,400,4,No,No,1994,0
1,1,28,2248,6,400,2,No,No,1994,0
1,2,42,2249,6,400,1,No,No,1994,0
2,3,29,2250,6,400,3,No,No,1994,0
1,1,21,2251,16,400,1,No,No,1994,0
2,2,27,2252,7,400,3,No,No,1994,0
4,4,30,2253,14,400,2,No,No,1994,0
4,4,0,2254,8,400,2,No,No,1994,1
1,1,26,2255,8,400,3,No,No,1994,0
1,4,35,2256,14,400,1,No,No,1994,0
4,1,27,2257,5,400,4,No,No,1994,0
4,2,29,2258,7,400,2,No,No,1994,0
2,2,42,2259,16,400,4,No,No,1994,0
3,4,39,2260,9,400,1,No,No,1994,0
2,3,48,2261,13,400,3,No,No,1994,0
1,1,28,2262,2,400,2,No,No,1994,0
2,2,41,2263,12,400,1,No,No,1994,0
3,3,60,2264,10,700,2,No,No,1994,0
2,1,42,2265,16,400,1,No,No,1994,0
1,2,26,2266,5,400,1,No,No,1994,0
1,2,31,2267,3,400,4,No,No,1994,0
5,1,38,2268,11,400,4,No,No,1994,0
1,1,27,2269,9,400,2,No,No,1994,0
2,2,37,2270,12,400,2,No,No,1994,0
2,2,55,2271,15,400,1,No,No,1994,0
4,4,73,2272,1,400,3,No,No,1994,1
2,2,34,2273,7,400,4,No,No,1994,0
2,3,31,2274,12,400,4,No,No,1994,0
3,3,32,2275,5,400,3,No,No,1994,0
3,3,30,2276,15,400,2,No,No,1994,0
5,3,35,2277,13,400,1,No,No,1994,0
5,3,38,2278,12,400,4,No,No,1994,0
4,1,55,2279,5,400,3,No,No,1994,0
3,3,31,2280,4,400,4,No,No,1994,0
3,4,32,2281,7,400,3,No,No,1994,0
3,3,41,2282,8,400,1,No,No,1994,0
3,3,30,2283,4,400,1,No,No,1994,0
3,4,33,2284,1,400,4,No,No,1994,0
3,1,64,2285,13,400,4,No,No,1994,0
5,2,21,2286,10,400,4,No,No,1994,0
1,3,60,2287,5,400,2,No,No,1994,0
4,4,53,2288,8,400,1,No,No,1994,0
4,2,32,2289,1,400,4,No,No,1994,0
4,4,29,2290,1,400,2,No,No,1994,0
2,3,61,2291,14,400,4,No,No,1994,0
2,2,25,2292,2,400,4,No,No,1994,0
4,1,52,2293,10,400,2,No,No,1994,1
4,2,53,2294,14,400,3,No,No,1994,0
1,2,47,2295,16,700,2,No,No,1994,0
1,1,39,2296,5,500,4,No,No,1994,0
5,1,49,2297,2,400,3,No,No,1994,0
4,3,34,2298,1,400,2,No,No,1994,0
4,3,40,2299,16,400,3,No,No,1994,0
1,2,16,2300,4,400,2,No,No,1994,0
1,3,44,2301,9,400,4,No,No,1994,0
1,1,28,2302,1,400,2,No,No,1994,0
3,3,51,2303,4,400,1,No,No,1994,0
5,1,23,2304,8,400,2,No,No,1994,0
4,2,28,2305,16,400,3,No,No,1994,0
2,4,42,2306,10,400,4,No,No,1994,0
3,3,66,2307,6,400,1,No,No,1994,0
4,4,44,2308,15,400,2,No,No,1994,0
1,2,52,2309,10,400,2,No,No,1994,0
3,3,59,2310,9,400,1,No,No,1994,0
3,4,30,2311,11,400,4,No,No,1994,0
4,4,34,2312,12,400,3,No,No,1994,0
3,3,37,2313,3,400,3,No,No,1994,0
4,1,50,2314,1,400,1,No,No,1994,1
4,5,43,2315,7,400,3,No,No,1994,0
1,2,44,2316,11,400,4,No,No,1994,0
5,1,32,2317,16,400,2,No,No,1994,0
4,1,42,2318,1,400,2,No,No,1994,1
2,4,21,2319,13,400,3,No,No,1994,0
3,3,34,2320,1,400,2,No,No,1994,0
4,3,55,2321,12,400,1,No,No,1994,0
4,3,0,2322,13,400,1,No,No,1994,0
4,4,40,2323,2,400,2,No,No,1994,0
4,5,45,2324,9,400,4,No,No,1994,0
4,5,38,2325,11,400,4,No,No,1994,0
4,3,32,2326,1,400,2,No,No,1994,0
4,2,35,2327,16,400,3,No,No,1994,0
3,2,34,2328,8,400,4,No,No,1994,0
1,2,35,2329,4,400,3,No,No,1994,0
1,1,37,2330,6,400,2,No,No,1994,0
1,1,35,2331,5,400,1,No,No,1994,0
4,2,53,2332,2,400,4,No,No,1994,0
1,1,31,2333,6,400,2,No,No,1994,0
3,3,32,2334,12,400,1,No,No,1994,0
1,1,55,2335,9,400,4,No,No,1994,0
4,1,65,2336,6,400,2,No,No,1994,0
4,1,27,2337,11,400,4,No,No,1994,0
1,1,51,2338,5,400,4,No,No,1994,0
4,2,32,2339,16,400,1,No,No,1994,1
4,1,60,2340,1,400,4,No,No,1994,1
1,3,26,2341,16,400,2,No,No,1994,0
5,1,42,2342,15,400,3,No,No,1994,0
1,1,72,2343,6,400,2,No,No,1994,0
5,1,31,2344,1,400,2,No,No,1994,0
5,1,29,2345,6,400,2,No,No,1994,0
4,4,28,2346,16,400,2,No,No,1994,0
5,1,30,2347,2,500,1,No,No,1994,0
2,3,64,2348,14,400,4,No,No,1994,0
2,4,26,2349,8,400,3,No,No,1994,0
1,4,47,2350,9,400,2,No,No,1994,0
4,4,39,2351,4,400,4,No,No,1994,0
2,3,34,2352,14,400,1,No,No,1994,0
2,2,74,2353,16,400,4,No,No,1994,0
4,5,40,2354,3,400,3,No,Yes,1994,1
1,1,28,2355,1,400,2,No,No,1994,0
1,3,34,2356,15,400,3,No,No,1994,0
5,5,28,2357,16,400,1,No,No,1994,0
4,1,39,2358,4,400,2,No,No,1994,0
4,4,30,2359,2,400,1,No,No,1994,0
3,4,0,2360,16,400,1,No,No,1994,0
3,3,19,2361,3,400,3,No,No,1994,0
4,5,34,2362,6,400,2,No,No,1994,1
1,1,45,2363,13,400,2,No,No,1994,0
1,2,0,2364,14,400,3,No,No,1994,0
3,3,37,2365,13,400,1,No,No,1994,0
5,3,31,2366,8,400,2,No,No,1994,0
4,4,44,2367,1,400,4,Yes,No,1994,0
2,2,35,2368,12,400,1,No,No,1994,0
2,2,33,2369,2,400,4,No,No,1994,0
2,3,48,2370,8,400,2,No,No,1994,0
4,3,27,2371,7,400,4,No,No,1994,0
4,4,34,2372,5,400,2,No,No,1994,0
5,1,60,2373,2,400,1,No,No,1994,0
3,3,36,2374,15,400,4,No,No,1994,0
2,2,42,2375,15,400,4,No,No,1994,0
2,2,22,2376,16,400,1,No,No,1994,0
5,3,28,2377,13,400,3,No,No,1994,0
4,4,42,2378,2,400,2,No,No,1994,0
5,1,30,2379,3,400,3,No,No,1994,0
4,5,43,2380,3,400,3,Yes,Yes,1994,0
4,5,65,2381,10,400,3,No,No,1994,0
3,3,44,2382,3,400,3,No,No,1994,0
2,2,62,2383,4,400,4,No,No,1994,0
5,2,43,2384,13,400,3,No,No,1994,1
4,4,36,2385,7,400,1,No,No,1994,0
4,4,43,2386,14,400,2,No,No,1994,0
3,4,49,2387,12,400,1,Yes,No,1994,0
5,1,50,2388,16,700,2,No,No,1994,1
5,1,58,2389,2,400,2,No,No,1994,1
3,3,28,2390,1,400,1,No,No,1994,0
3,3,34,2391,4,400,4,No,No,1994,0
1,2,43,2392,6,400,1,No,No,1994,0
5,1,41,2393,16,400,3,No,No,1994,0
4,4,38,2394,11,400,2,No,No,1994,0
