is_male,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,Vintage,Annual_Premium,claim
1,33,1,28,1,12,0,152,169,24901,0
1,40,1,46,0,6,1,157,263,2630,0
1,56,1,28,0,6,1,152,27,40797,0
0,39,1,2,0,6,1,26,222,32116,0
0,29,1,28,1,12,0,152,100,77859,0
1,75,1,8,1,6,0,26,186,70885,0
1,37,1,28,1,6,0,124,258,21041,0
0,25,1,10,1,12,0,152,270,34365,0
1,28,1,28,0,12,1,163,48,56112,0
0,51,1,46,1,6,0,26,277,27022,0
0,24,1,41,1,12,0,152,151,33205,0
0,30,1,12,1,12,0,152,226,28549,0
0,39,1,41,0,6,1,12,143,35919,0
0,53,1,48,1,6,0,15,29,2630,0
0,48,1,28,0,6,1,26,256,52033,1
1,42,1,50,1,6,0,124,123,25038,0
1,66,1,0,1,6,0,8,236,2630,0
0,21,1,27,0,12,0,152,139,2630,0
1,52,1,28,0,6,1,26,217,26665,0
0,50,1,50,1,6,0,122,77,28606,0
1,57,1,41,0,24,1,124,122,40014,0
0,58,0,28,0,6,1,122,214,53047,0
0,55,1,49,0,6,1,160,149,33006,0
0,24,1,29,1,12,0,152,290,22225,0
0,47,1,28,1,6,0,26,45,45559,0
0,26,1,8,1,12,0,152,90,38339,0
0,46,1,24,0,6,1,154,85,27867,1
1,42,1,29,0,6,1,26,155,47489,1
0,45,1,43,0,6,1,157,173,2630,0
1,72,1,29,0,6,1,26,81,62752,0
1,26,1,46,0,12,0,152,179,23380,0
1,22,1,32,1,12,0,152,94,34640,0
0,31,1,18,0,12,1,124,166,2630,1
1,22,1,47,0,12,1,152,175,23147,0
0,42,1,8,0,6,1,26,258,37927,1
0,37,1,28,0,6,1,124,195,2630,1
1,80,1,48,1,6,0,124,145,2630,0
0,22,1,2,0,12,1,152,258,32451,0
1,24,1,46,1,12,0,152,193,20843,0
0,32,1,28,0,12,1,26,213,43828,1
1,27,1,3,0,12,1,152,197,22062,1
0,49,1,24,0,6,1,139,122,52452,0
1,24,1,14,1,12,0,152,222,2630,0
1,30,1,6,0,12,1,152,219,2630,0
0,64,1,28,0,6,1,124,35,31168,0
0,29,1,15,1,12,0,152,46,39670,0
1,61,1,28,0,24,1,150,18,47651,0
0,43,1,28,0,6,1,124,294,46782,0
1,22,1,3,1,12,0,152,217,28305,0
0,24,1,3,1,12,0,26,283,23038,0
1,73,1,26,1,6,0,120,77,33641,0
1,31,1,8,0,12,1,152,226,51354,0
1,31,1,50,0,6,1,163,269,38229,0
0,58,1,28,0,24,1,26,191,30911,0
0,42,1,47,0,6,0,152,284,35845,0
1,24,1,6,1,12,0,152,12,26312,0
0,41,1,28,0,6,1,155,10,2630,1
1,23,1,32,0,12,1,26,42,36975,0
1,33,1,38,0,12,1,26,109,25042,0
1,45,1,0,0,6,1,26,284,2630,0
1,47,1,46,0,6,0,124,19,29030,0
1,24,1,2,0,12,0,152,148,32942,0
0,21,1,28,0,12,1,160,116,35688,0
0,23,1,35,1,12,0,152,75,24116,0
0,23,1,11,0,12,1,152,23,30348,0
1,60,1,24,1,6,0,124,55,28900,0
1,69,1,28,0,6,1,124,38,2630,1
1,49,1,39,0,6,1,124,264,43707,1
0,25,1,36,1,12,0,152,13,28987,0
0,24,1,6,1,12,0,152,24,24495,0
1,40,1,29,0,6,1,124,27,27932,1
1,61,1,0,0,6,1,124,223,2630,1
1,21,1,2,0,12,1,152,145,41930,0
0,33,1,5,1,12,0,152,222,25937,0
0,34,1,28,0,6,0,124,146,49205,0
0,57,1,28,0,6,1,26,75,34244,1
1,57,1,28,1,6,1,124,270,42224,0
0,39,1,28,0,24,1,26,194,54762,0
0,23,1,37,1,12,0,152,239,26098,0
1,28,1,41,1,12,0,152,98,34553,0
0,25,1,36,1,12,0,152,208,31841,0
0,38,1,22,0,6,1,124,54,27922,1
0,64,1,17,0,6,1,124,233,2630,0
1,22,1,30,1,12,0,152,12,20940,0
0,22,1,39,1,12,0,152,228,29595,0
0,22,1,21,1,12,0,152,244,28683,0
0,23,1,3,1,12,0,152,189,51794,0
0,62,1,28,1,6,0,124,212,32920,0
1,41,1,28,1,6,0,124,92,35895,0
0,25,1,39,1,12,0,152,90,25502,0
1,31,1,46,0,12,1,122,270,37120,0
0,46,1,28,0,6,1,124,65,41332,0
1,53,1,29,0,6,1,26,281,34656,0
1,46,1,28,0,6,1,13,298,38409,1
0,24,1,28,1,12,0,152,89,36251,0
0,23,1,8,1,12,0,152,123,36254,0
0,28,1,28,0,6,1,154,253,48442,1
1,21,1,34,0,12,1,160,292,32832,0
1,23,1,45,0,12,1,152,116,23068,0
1,33,1,11,0,6,1,124,231,55693,0
0,32,1,35,0,12,0,152,147,28060,0
0,46,1,46,0,6,1,91,100,33063,0
0,21,1,48,0,12,1,160,48,2630,0
1,54,1,5,0,6,1,26,254,33291,0
1,30,1,15,1,12,0,152,102,38651,0
1,64,1,28,0,6,1,122,123,34562,0
1,80,1,50,0,24,1,163,237,2630,0
0,21,1,37,1,12,0,160,181,26865,0
1,61,1,37,1,6,1,26,276,34503,0
1,46,1,13,1,6,0,26,34,29558,0
1,71,1,0,0,24,1,13,176,2630,0
1,27,1,41,1,12,0,152,284,25105,0
1,25,1,8,1,12,0,152,150,45686,0
0,50,1,28,0,6,1,124,166,38175,0
1,38,1,50,1,6,0,8,76,34163,0
1,57,1,49,1,6,0,124,180,2630,0
1,27,1,21,1,12,0,152,187,26070,0
0,41,1,28,0,6,1,26,19,25264,0
1,47,1,29,0,6,1,124,205,26111,0
0,24,1,8,1,12,0,152,70,22905,0
1,71,1,50,1,6,0,26,161,51995,0
1,38,1,28,0,6,1,26,285,2630,0
1,65,1,36,1,6,0,124,197,31833,0
0,34,1,11,1,6,0,122,94,29821,0
0,25,1,8,0,12,1,152,32,24853,0
1,37,1,28,1,6,0,122,276,2630,0
1,34,1,39,0,6,1,163,247,30790,0
0,24,1,13,0,12,1,151,133,29953,0
0,46,1,43,0,6,1,26,143,2630,0
0,45,1,29,0,6,1,157,287,2630,1
0,47,1,28,0,6,0,26,130,32688,0
0,22,1,11,1,12,0,152,175,24349,0
0,59,1,48,0,6,1,26,240,2630,1
0,22,1,30,1,12,0,152,120,23339,0
0,52,1,28,0,6,1,124,246,38579,0
0,24,1,6,0,12,1,152,97,52882,0
1,44,1,8,1,6,0,124,278,36038,0
1,29,1,41,1,12,0,152,293,37327,0
0,34,1,47,0,6,0,152,195,26828,0
0,51,1,28,0,6,1,26,38,2630,0
0,22,1,12,1,12,0,152,175,27027,0
1,46,1,28,1,6,0,29,152,29124,0
1,59,1,36,0,6,1,26,293,43152,0
1,52,1,28,0,6,1,124,83,2630,0
1,27,1,13,1,6,0,124,29,22232,0
0,26,1,8,0,12,1,152,292,2630,0
0,30,1,41,0,12,1,136,18,34423,1
0,27,1,29,1,12,0,26,37,28361,0
1,62,1,28,0,24,1,155,187,39553,0
0,52,1,14,0,24,1,156,167,2630,0
0,64,1,39,0,6,1,26,185,33695,0
0,42,1,30,1,6,0,26,266,27701,0
1,27,1,37,1,12,0,152,58,33659,0
1,47,1,50,0,6,1,25,253,51728,0
0,29,1,27,0,6,1,157,119,2630,0
1,25,1,50,1,12,0,152,11,45532,0
1,63,1,28,0,24,1,139,59,34052,0
1,41,1,16,0,6,1,26,283,28673,1
1,42,1,28,0,6,1,26,20,24703,0
1,30,1,38,1,12,0,152,20,27266,0
1,38,1,28,0,24,1,26,97,44103,0
1,24,1,41,0,12,1,152,293,2630,0
1,22,1,16,1,12,1,160,271,50863,0
1,40,1,3,1,6,0,124,235,35920,0
1,77,1,28,1,6,1,26,263,50747,0
0,36,1,20,0,6,1,26,65,2630,0
0,27,1,46,0,12,1,152,216,2630,0
1,30,1,17,0,12,0,152,133,40274,0
1,24,1,30,1,12,0,152,136,22944,0
1,29,1,40,0,12,1,124,176,19993,1
1,43,1,28,0,6,1,26,15,47072,0
0,20,1,39,0,12,1,160,186,36251,0
0,27,1,29,1,12,0,152,40,26639,0
0,22,1,6,1,12,0,152,240,31015,0
0,56,1,28,0,24,1,25,213,70049,1
1,74,1,28,1,6,0,124,196,24758,0
1,35,1,29,1,6,0,26,162,55493,0
0,29,1,27,0,12,1,152,275,2630,0
0,38,1,28,0,6,1,124,109,37355,0
1,44,1,28,1,6,0,124,121,44772,0
1,61,1,28,0,6,1,26,118,31794,0
1,36,1,15,0,6,1,14,51,35174,0
0,34,1,11,0,6,1,124,189,27813,0
0,25,1,2,0,12,1,152,168,45005,0
0,34,1,3,0,6,1,157,125,38016,1
0,26,1,36,1,12,0,152,163,33255,0
0,53,1,28,0,24,1,125,228,50824,0
1,43,1,28,0,6,1,122,298,30637,0
1,22,1,12,1,12,0,152,106,29762,0
0,23,1,6,1,12,0,152,184,31538,0
0,43,1,33,0,6,1,157,162,2630,0
0,62,1,28,0,24,1,26,165,60325,0
0,36,1,28,1,6,0,124,129,35042,0
1,54,1,35,0,6,1,26,223,27337,1
1,45,1,8,1,6,0,26,94,27671,0
0,22,1,10,1,12,0,152,244,23257,0
1,79,1,28,0,6,1,122,266,56829,0
1,23,1,34,0,12,1,151,193,28781,0
1,62,1,35,0,24,1,10,67,41895,0
0,42,1,25,1,6,0,153,56,32230,0
0,34,1,29,1,6,0,124,184,2630,0
1,33,1,35,0,6,1,124,222,23308,0
1,41,1,24,0,6,1,124,190,28227,1
1,49,1,28,0,6,1,45,132,39572,0
1,52,1,28,0,6,1,26,137,54065,0
1,41,1,28,0,6,1,124,245,38404,1
1,36,1,11,0,6,1,156,270,2630,1
1,48,1,8,1,6,0,26,21,34440,0
1,25,1,25,0,12,0,152,61,47073,0
1,40,1,28,0,6,1,124,220,32398,0
0,22,1,1,1,12,0,154,277,2630,0
0,24,1,37,0,12,0,152,261,30862,0
0,47,1,7,0,6,1,157,155,2630,0
1,50,1,28,1,6,0,124,234,26216,0
1,59,1,28,1,6,1,26,168,36986,0
0,20,1,13,0,12,1,160,99,31260,0
1,29,1,46,1,12,0,152,47,19635,0
0,29,1,37,1,12,0,160,283,31280,0
0,22,1,9,0,12,0,152,298,33229,0
0,23,1,45,1,12,0,151,280,32053,0
1,35,1,28,0,6,1,124,139,26996,0
0,41,1,28,1,6,0,26,291,67251,0
0,36,1,46,1,6,0,152,270,26871,0
1,24,1,5,1,12,0,151,200,2630,0
1,63,1,28,0,6,1,124,103,53828,0
1,52,1,28,0,6,1,26,223,31445,1
0,37,1,28,0,6,1,124,194,37740,0
1,38,1,39,1,6,0,124,279,34502,0
0,28,1,28,0,6,1,156,168,2630,0
0,28,1,17,1,12,0,152,262,34992,0
1,25,1,50,1,12,0,152,214,39970,0
1,36,1,28,0,6,0,154,165,47285,0
0,44,1,28,0,6,1,26,163,30828,0
1,35,1,28,0,6,1,124,71,26954,1
0,78,1,28,0,6,1,26,14,45058,0
0,34,1,30,0,6,1,151,167,21815,0
0,28,1,30,1,12,0,152,216,39328,0
0,24,1,15,1,12,1,152,278,58815,0
0,57,1,28,0,24,1,124,55,27957,0
1,44,1,8,0,6,1,124,127,39707,0
1,24,1,8,1,12,0,152,27,37950,0
0,47,1,28,0,6,1,122,95,36208,0
0,53,1,7,0,6,1,26,106,40793,1
0,42,1,25,0,6,1,152,182,41624,0
0,41,1,50,0,6,1,8,183,37052,0
1,57,1,12,1,6,0,26,23,44150,0
0,36,1,3,0,6,1,152,33,30770,0
0,51,1,28,0,6,1,152,117,39698,1
1,24,1,41,1,12,0,152,161,34678,0
1,48,1,39,0,6,1,30,74,34654,0
1,66,0,8,0,6,0,25,231,48063,0
1,21,1,22,1,12,0,160,181,2630,0
1,60,1,11,0,6,1,124,163,33291,0
0,23,1,29,1,12,0,152,153,19944,0
1,66,1,36,1,6,0,26,75,40181,0
1,22,1,46,1,12,0,152,95,30883,0
1,56,1,19,0,6,1,124,294,34610,0
1,68,1,5,0,6,1,156,286,2630,0
1,24,1,35,1,12,0,160,31,32173,0
0,61,1,28,0,24,1,4,239,37107,0
1,46,1,28,0,6,1,26,242,2630,0
1,29,1,28,0,12,1,26,295,56352,0
0,52,1,12,0,6,1,154,217,2630,1
1,59,1,8,0,24,1,124,223,46773,0
1,61,1,22,1,6,0,124,63,26818,0
0,29,1,8,1,12,0,152,202,41005,0
1,22,1,41,1,12,0,152,179,25346,0
1,27,1,11,0,12,1,152,12,38939,1
1,54,1,29,0,6,0,26,292,25230,0
1,30,1,45,0,6,1,156,218,2630,0
1,23,1,21,1,12,0,152,246,28629,0
1,21,1,15,0,12,1,160,297,25593,0
1,25,1,11,1,12,0,152,78,28626,0
1,59,1,11,1,6,0,26,91,30684,0
0,49,1,28,0,6,1,26,29,40846,0
1,53,1,28,0,24,1,26,243,55845,0
0,31,1,9,1,12,0,152,23,26171,0
0,74,1,31,0,24,1,26,128,2630,0
0,49,1,3,1,6,1,124,102,56836,0
0,22,1,11,1,12,0,152,11,29902,0
1,34,1,8,1,6,0,29,196,38970,0
0,58,1,28,0,6,1,26,190,65739,0
0,23,1,3,1,12,1,152,158,2630,0
1,44,1,4,1,6,0,26,188,33576,0
0,23,1,11,1,12,0,152,75,31365,0
1,42,1,28,1,6,0,26,10,45614,0
1,62,1,31,0,6,1,9,132,2630,0
0,22,1,22,0,12,1,152,252,26627,0
0,26,1,3,1,12,0,152,74,26131,0
1,43,1,30,1,6,0,160,267,2630,0
0,24,1,11,1,12,0,152,181,57281,0
0,21,1,8,1,12,0,152,91,29952,0
0,38,1,8,0,6,0,156,36,2630,0
1,24,1,41,1,12,0,152,203,51956,0
1,24,1,9,0,12,0,152,67,27055,0
1,46,1,47,0,6,1,26,149,33137,1
0,73,1,28,1,6,0,125,206,48686,0
1,36,1,23,0,6,1,124,225,30738,1
1,28,1,18,0,12,1,152,294,34817,0
0,28,1,28,1,12,0,152,86,35597,0
0,26,1,17,1,12,0,152,76,33527,0
1,52,1,29,0,6,1,55,276,27015,1
0,57,1,8,0,6,1,124,51,21956,1
1,24,1,41,1,12,0,152,197,37207,0
1,51,1,8,0,6,1,124,264,2630,1
0,38,1,28,0,6,1,124,129,34771,1
0,24,1,33,1,12,0,152,90,27284,0
0,21,1,8,0,6,1,124,106,45824,0
1,22,1,15,0,12,0,160,233,23501,0
0,30,1,50,1,12,0,152,101,21181,0
1,49,1,36,0,24,1,124,254,35401,1
0,25,1,15,1,12,0,152,231,30449,0
1,43,1,28,0,6,0,122,296,33372,0
1,25,1,30,0,12,1,152,119,26261,0
1,43,1,28,1,6,0,124,42,42292,0
1,54,1,28,0,6,1,124,93,49946,0
1,55,1,4,1,6,0,26,187,29945,0
0,23,1,35,1,12,0,160,281,2630,0
0,30,1,8,1,12,0,152,59,31255,0
0,22,1,7,1,12,0,152,224,48143,0
0,44,1,28,1,6,0,26,86,45037,0
1,25,1,10,1,12,0,152,106,27318,0
1,40,1,3,0,6,0,154,157,25824,0
0,26,1,28,1,12,0,152,131,32214,0
0,54,1,28,0,6,1,26,128,39990,0
1,29,1,34,0,12,0,152,185,30658,0
1,26,1,39,1,12,0,152,212,2630,0
0,22,1,26,0,12,1,152,170,32995,0
1,25,1,37,1,12,0,152,244,35346,0
0,25,1,21,1,12,0,152,35,19402,0
0,53,1,46,0,6,1,11,247,29118,1
1,35,1,3,1,6,0,26,195,2630,0
0,26,1,36,0,12,1,152,62,27854,0
0,23,1,8,1,12,0,152,97,38751,0
1,26,1,28,1,12,0,154,151,37120,0
1,24,1,33,0,12,1,152,274,2630,0
0,31,1,47,1,12,1,152,242,36598,0
1,22,1,3,0,12,1,152,186,16703,0
1,56,1,28,0,24,1,26,76,53228,1
0,24,1,15,0,12,0,152,176,22965,0
0,42,1,28,0,24,1,26,270,35977,1
0,47,1,28,0,24,1,122,156,32414,0
0,22,1,30,1,12,0,152,153,25718,0
1,32,1,10,0,12,1,152,80,38369,0
0,24,1,30,1,12,0,152,96,26898,0
1,67,1,28,0,6,1,122,281,37473,0
0,26,1,18,1,12,0,152,94,26983,0
0,23,1,41,0,12,1,152,275,29943,0
0,39,1,28,0,6,1,124,211,2630,0
1,42,1,33,0,6,1,124,10,29684,1
0,23,1,30,1,12,0,152,212,34377,0
1,21,1,42,0,6,1,154,76,22931,1
0,22,1,28,0,12,1,152,20,44091,0
0,67,1,10,1,6,0,26,224,2630,0
0,27,1,28,0,12,1,154,58,45720,0
1,24,1,28,1,12,0,152,41,58656,0
1,23,1,14,1,12,0,152,101,25964,0
0,23,1,13,0,12,0,152,284,32864,0
0,32,1,28,0,6,1,124,193,29021,0
1,61,1,28,0,6,1,124,294,28428,0
0,22,1,16,1,12,0,152,102,26812,0
0,24,1,29,1,12,0,152,134,50529,0
1,45,1,28,0,6,1,124,296,26504,0
0,25,1,50,1,12,0,152,98,30577,0
0,74,1,49,0,6,0,26,30,29016,0
1,43,1,28,0,24,1,124,73,41201,1
0,41,1,3,1,6,0,26,261,2630,0
1,46,1,2,1,6,0,26,239,18422,0
0,38,1,28,0,24,1,122,217,2630,0
0,21,1,36,0,12,1,160,49,32613,0
0,60,1,8,1,6,0,152,38,69995,0
1,51,1,23,1,6,0,124,279,21066,0
1,45,1,8,0,6,0,124,179,41612,0
1,23,1,46,1,12,0,152,75,46983,0
0,59,1,28,1,6,0,26,237,26982,0
1,29,1,46,1,12,0,26,157,27413,0
0,29,1,9,1,12,0,152,74,37742,0
1,64,1,22,0,6,1,124,293,40116,0
0,30,1,3,0,12,1,152,174,29492,1
0,26,1,41,1,12,0,152,171,32804,0
0,25,1,29,1,12,0,152,138,43769,0
0,27,1,35,1,12,0,152,298,26382,0
1,72,1,37,0,6,1,26,121,29619,0
1,34,1,28,0,6,1,124,45,47203,1
1,23,1,8,1,12,0,160,35,24087,0
0,49,1,28,1,6,1,158,296,37819,0
1,54,1,28,1,6,0,26,239,41653,0
0,27,1,8,1,12,0,152,231,42083,0
0,45,1,28,1,6,0,124,244,38718,0
0,41,1,15,0,6,1,26,249,22360,1
0,27,1,2,1,12,0,152,29,30561,0
1,22,1,25,0,12,0,152,138,29151,0
1,41,1,44,1,6,0,124,240,33685,0
0,23,1,28,1,12,1,152,165,36380,0
0,29,1,10,1,12,0,152,162,29348,0
1,26,1,46,0,12,1,152,17,40451,0
1,25,1,49,0,12,0,152,173,16438,0
0,38,1,8,0,6,1,124,10,41998,0
1,31,1,48,0,6,1,163,244,33120,1
0,26,1,41,1,12,0,152,252,30668,0
0,62,1,46,0,6,1,157,230,2630,0
1,59,1,28,0,6,1,122,238,42764,0
0,24,1,29,0,12,1,152,152,2630,0
0,24,1,33,1,12,0,152,287,26665,0
0,65,1,28,0,6,1,55,262,24557,0
1,39,1,8,0,6,1,124,75,45238,0
1,30,1,46,1,12,0,152,99,30426,0
1,29,1,41,1,12,0,152,73,32481,0
0,59,1,11,0,6,1,156,283,2630,0
1,24,1,33,0,12,1,152,259,34551,0
0,46,1,28,0,6,1,26,155,50041,1
1,71,1,28,0,6,0,26,258,40140,0
0,36,1,41,0,6,1,12,111,30362,0
1,56,1,36,0,6,1,4,90,35818,0
1,23,1,12,1,12,0,26,59,2630,0
1,42,1,28,0,6,1,124,217,32573,0
1,25,1,37,0,12,0,152,298,31299,0
0,24,1,46,1,12,0,152,63,28376,0
1,59,1,33,1,6,0,26,223,35933,0
0,23,1,15,1,12,0,152,267,20649,0
0,24,1,6,1,12,0,152,263,22542,0
1,22,1,15,0,12,1,160,47,29235,0
0,33,1,28,0,12,1,26,202,34885,0
0,31,1,28,0,6,1,122,13,53860,0
0,45,1,26,0,6,1,160,54,30951,0
1,23,1,35,1,12,0,152,36,36858,0
1,63,1,8,1,6,0,26,103,33559,0
1,28,1,35,1,12,0,152,213,30941,0
0,24,1,29,1,12,0,152,249,35086,0
0,48,1,30,0,6,1,156,82,2630,1
1,51,1,48,1,6,0,124,267,2630,0
1,20,1,28,1,12,0,160,264,30992,0
1,48,1,46,0,6,1,124,104,42865,0
1,23,1,11,1,12,0,152,262,29665,0
1,49,1,15,1,6,0,26,207,27647,0
1,28,1,46,1,12,0,152,273,25337,0
1,29,1,46,0,12,0,124,181,26024,0
0,66,1,30,0,6,1,152,161,25015,0
0,25,1,8,1,12,0,160,247,28485,0
0,25,1,28,1,12,0,152,279,38419,0
1,51,1,38,0,6,1,122,211,24532,1
1,39,1,18,0,6,1,124,264,54217,0
0,28,1,3,1,12,0,152,286,21468,0
1,49,1,28,1,6,0,26,124,31205,0
1,31,1,41,0,12,1,156,57,2630,0
0,53,1,47,0,6,1,124,249,40307,0
1,47,1,28,1,6,0,124,227,44730,0
0,23,1,28,0,12,1,152,196,48718,0
1,24,1,8,1,12,0,152,226,59765,0
1,24,1,18,0,12,1,152,210,26800,0
1,25,1,11,1,12,0,152,112,40910,0
1,40,1,39,0,6,1,26,243,29700,0
1,65,1,8,0,6,1,3,252,36746,0
0,55,1,28,0,6,1,26,60,57143,0
1,37,1,36,0,6,1,26,146,35910,0
0,46,1,28,0,6,1,26,99,44585,0
0,23,1,28,1,12,0,152,129,59975,0
0,24,1,11,1,12,0,152,206,27198,0
0,52,1,28,1,6,0,124,287,25864,0
1,46,1,36,0,6,1,124,274,28957,0
0,42,1,45,0,6,1,124,212,2630,0
1,25,1,3,1,12,0,152,86,25955,0
1,24,1,28,1,12,0,152,195,53518,0
1,24,1,49,0,12,1,151,62,2630,0
0,55,1,9,0,6,1,26,247,27108,0
0,25,1,33,1,12,1,152,289,2630,0
1,44,1,5,0,6,1,26,65,2630,0
1,23,1,6,1,12,0,151,247,30458,0
1,24,1,39,0,12,1,124,43,2630,1
0,29,1,2,0,12,1,152,202,25584,0
0,66,1,50,1,6,0,124,155,38266,0
0,25,1,44,0,12,0,152,107,50277,0
1,44,1,41,0,6,1,124,228,26349,0
1,48,1,28,0,6,1,125,42,30026,0
0,26,1,28,1,12,0,152,21,30689,0
1,23,1,41,1,12,0,152,223,40072,0
1,47,1,28,0,6,1,61,232,43455,0
0,33,1,0,0,6,0,60,191,2630,0
0,21,1,47,0,12,1,160,39,24829,0
1,20,1,8,1,12,0,160,160,35415,0
1,40,1,14,0,6,1,26,138,30405,1
1,44,1,0,1,6,0,26,37,2630,0
0,30,1,0,1,12,0,152,125,2630,0
1,39,1,28,0,6,1,124,197,37665,0
1,49,1,24,0,6,1,156,152,2630,0
1,24,1,8,1,12,0,152,126,36538,0
1,67,1,28,1,6,0,122,203,2630,0
1,47,1,50,1,6,0,124,177,2630,0
1,70,1,8,1,6,0,124,260,125643,0
1,62,1,18,0,6,0,26,131,28714,0
1,22,1,40,0,12,1,152,160,2630,0
1,28,1,2,1,12,1,152,186,30139,0
0,24,1,20,1,12,0,152,278,2630,0
0,26,1,46,1,12,0,156,26,2630,0
1,36,1,28,0,6,1,122,162,38234,0
0,23,1,9,0,12,1,152,176,2630,0
1,45,1,47,1,6,0,124,95,35219,0
0,28,1,30,0,12,1,152,173,23274,0
0,32,1,23,1,12,0,152,77,41245,0
1,24,1,8,1,12,0,152,59,41403,0
0,23,1,30,1,12,0,152,171,27133,0
0,25,1,15,1,12,0,152,214,33918,0
1,55,1,8,0,6,1,26,210,53721,1
1,43,1,28,1,6,0,26,156,34115,0
1,21,1,8,0,12,1,160,24,26352,0
0,25,1,35,1,12,0,152,266,30840,0
1,38,1,28,1,6,0,29,268,27770,0
0,39,1,50,0,6,1,4,280,35477,0
0,24,1,43,1,12,0,152,71,25981,0
0,23,1,50,1,12,0,152,183,27623,0
0,42,1,28,0,6,1,26,215,47097,1
0,46,1,28,0,6,1,156,24,2630,1
1,43,1,28,0,6,1,124,287,44014,1
1,72,1,28,0,6,1,26,124,40961,0
0,21,1,28,0,12,1,154,129,39597,0
0,37,1,28,0,6,1,26,267,40689,1
0,23,1,29,1,12,0,152,178,39352,0
0,45,1,28,0,6,1,157,112,2630,1
0,57,1,28,0,6,1,157,139,48136,0
1,51,1,28,0,6,1,124,284,2630,1
0,21,1,17,1,12,0,152,192,28952,0
1,23,1,41,1,12,0,152,29,36482,0
0,30,1,44,1,12,0,152,289,23988,0
0,23,1,30,0,12,1,152,37,32975,0
1,47,1,28,1,6,0,52,16,41177,0
1,22,1,41,0,12,1,152,82,55839,0
1,28,1,8,0,6,1,124,118,41417,0
1,77,1,33,1,6,0,26,159,36435,0
1,38,1,1,1,6,0,124,70,2630,0
0,70,1,8,1,6,0,26,129,34844,0
0,21,1,6,0,12,1,152,273,22189,0
0,42,1,11,0,6,1,124,170,2630,0
0,20,1,35,1,12,0,160,228,21359,0
1,22,1,12,0,12,1,160,215,31786,0
1,40,1,46,1,6,0,124,149,56770,0
1,63,1,28,0,6,1,124,46,70032,0
1,40,1,8,1,6,1,160,172,2630,0
0,22,1,8,1,12,0,152,225,40908,0
0,61,1,24,1,6,0,157,164,2630,0
1,24,1,2,0,12,1,152,37,37180,0
1,27,1,3,0,12,1,152,248,36517,1
1,40,1,18,0,12,0,1,69,2630,0
0,46,1,39,0,6,1,22,53,52294,0
1,47,1,15,0,6,1,124,151,35215,1
1,41,1,28,0,24,1,26,77,2630,1
1,35,1,4,0,6,1,157,200,2630,0
1,23,1,8,1,12,0,152,150,32854,0
0,64,1,28,0,6,1,26,203,39037,0
1,53,1,23,0,6,1,124,192,38677,0
0,48,1,28,0,6,0,26,179,36189,0
0,72,1,28,0,6,1,26,225,34694,0
1,42,1,12,0,6,1,124,286,25775,1
0,54,1,3,0,6,1,26,148,2630,0
0,28,1,26,1,12,0,152,232,26237,0
0,24,1,46,1,12,0,152,295,24050,0
1,53,1,23,0,6,1,150,66,23662,1
0,50,1,13,0,6,1,124,164,27213,0
1,45,1,28,1,6,0,152,108,35096,0
1,31,1,28,0,6,0,26,42,64679,0
0,64,1,28,1,6,0,124,90,34172,0
0,52,1,28,0,24,1,26,140,40868,0
0,23,1,3,0,12,1,26,66,38965,0
1,20,1,36,0,12,1,160,295,35652,0
1,44,1,49,0,6,1,156,72,2630,0
1,56,1,11,0,6,1,26,140,43782,0
1,24,1,30,1,12,0,152,215,27240,0
1,47,1,28,0,6,1,26,293,34226,1
0,63,1,34,1,6,0,152,262,32771,0
1,48,1,30,1,6,0,122,179,2630,0
0,66,1,28,0,6,0,42,283,2630,0
0,23,1,41,0,12,1,152,56,38338,0
0,63,1,40,1,6,1,124,34,2630,0
0,25,1,37,0,12,1,154,143,30038,0
0,50,1,28,0,6,1,26,99,42448,1
0,25,1,4,1,12,0,152,297,38934,0
0,28,1,41,0,12,1,156,273,2630,0
1,45,1,28,0,6,1,163,39,22838,1
1,40,1,28,0,24,1,124,135,35804,0
1,40,1,8,0,6,1,26,160,44197,0
1,21,1,13,0,12,0,160,291,34576,0
1,46,1,47,0,24,1,26,149,27545,0
0,25,1,18,1,12,0,152,158,27929,0
1,38,1,15,0,6,1,124,290,35139,1
1,50,1,43,0,6,1,26,287,49794,1
1,21,1,18,0,12,1,152,186,36086,0
1,23,1,8,0,12,0,152,108,44618,0
1,26,1,28,1,12,0,152,220,62636,0
1,39,1,24,1,6,0,145,11,31067,0
1,43,1,41,0,6,0,26,126,39793,0
1,35,1,16,1,6,0,152,22,25487,0
0,26,1,41,1,12,0,151,296,36826,0
0,28,1,15,1,12,0,152,10,26390,0
0,51,1,28,0,6,1,157,104,2630,1
1,37,1,28,0,6,1,124,151,41694,0
0,23,1,8,1,12,0,152,66,26044,0
0,24,1,35,1,12,0,152,35,43529,0
0,70,1,40,1,6,0,26,222,39559,0
1,30,1,50,1,12,0,152,73,43203,0
0,68,1,28,1,6,0,152,267,38470,0
1,29,1,23,0,6,1,163,142,30057,1
1,25,1,17,0,12,1,152,143,2630,0
0,24,1,8,1,12,0,152,60,48333,0
1,33,1,33,1,6,0,124,230,2630,0
0,66,1,28,0,6,1,122,161,33244,1
0,23,1,15,0,12,0,152,148,27838,0
