GENDER,INSURED_VALUE,PREMIUM,PROD_YEAR,SEATS_NUM
0,635000,7483.34,2001,7
0,635000,7641.53,2001,7
0,635000,8995.41,2001,7
0,300000,4699.6,1999,10
0,300000,4013.208,1999,10
0,300000,207.71,1999,10
0,258000,4043.78,1994,5
0,258000,3452.875,1994,5
0,258000,178.63,1994,5
0,650000,4326,1997,4
0,850000,6952,2000,12
0,850000,6798.25,1999,5
0,500000,7062.25,1997,5
0,375000,5503,1997,5
0,375000,4792.165,1997,5
0,375000,259.64,1997,5
0,650000,5420,1999,6
0,600000,8441.45,1999,10
0,300000,4699.6,1999,10
0,300000,4013.208,1999,10
0,300000,207.71,1999,10
0,600000,8485.45,1994,12
0,258000,4219.78,1994,12
0,258000,3558.959,1994,12
0,258000,178.63,1994,12
0,400000,3802,1990,12
0,500000,7062.25,1994,5
0,258000,4043.78,1994,5
0,258000,3452.875,1994,5
0,258000,178.63,1994,5
0,258000,4043.78,1982,4
0,258000,3452.875,1982,4
0,258000,178.63,1982,4
0,100000,1216.8,1999,13
0,70000,840,1999,13
0,850000,6974,1999,13
0,250000,2706.9,1990,12
0,600000,8441.45,1999,10
0,300000,207.71,1999,10
0,550000,4630.9,1988,4
0,500000,7062.25,1994,4
0,258000,4043.78,1994,4
0,258000,178.63,1994,4
0,400000,5815.05,1993,4
0,75000,1761.4,1993,4
0,75000,1358.095,1993,4
0,75000,51.93,1993,4
0,258000,4043.78,1994,5
0,258000,3452.875,1994,5
0,258000,178.63,1994,5
0,350000,3252.9,1988,5
0,350000,3406.9,1989,12
0,500000,7062.25,1994,4
0,258000,4043.78,1994,4
0,258000,3452.875,1994,4
0,258000,178.63,1994,4
0,500000,7062.25,1994,5
0,258000,4043.78,1994,5
0,258000,3452.875,1994,5
0,258000,178.63,1994,5
0,500000,7062.25,1994,4
0,258000,4043.78,1994,4
0,258000,3452.875,1994,4
0,258000,178.63,1994,4
0,500000,7062.25,1994,5
0,258000,4043.78,1994,5
0,258000,3452.875,1994,5
0,258000,178.63,1994,5
0,350000,5323.45,1994,10
0,80000,1955.76,1994,10
0,80000,55.39,1994,10
0,324000,3070.9,2000,7
0,80000,915.75,1981,0
0,80000,55.39,1981,0
0,70000,801.28,1981,0
0,70000,48.47,1981,0
0,180000,2893.01,1993,4
0,70000,1520.84,1993,4
0,70000,1193.44,1993,4
0,70000,48.47,1993,4
1,185215.76,608.8,2002,4
0,20000,787.8,1983,4
0,50000,997.8,1983,4
0,150000,1876,1983,4
0,100000,1436.9,2002,4
0,200000,2312.9,1983,10
0,200000,2368.25,1983,10
0,250000,2664.25,2010,8
0,200000,2358.25,2010,10
0,200000,2358.25,2010,10
0,500000,4458.25,2010,10
0,300000,3058,2010,10
0,300000,3102.25,2010,12
0,425000,3933.25,2010,10
0,200000,2314,2010,8
0,500000,4458,2010,10
0,500000,4458,2010,10
0,400000,3714.25,2010,8
0,350000,3364.25,2010,8
0,300000,3102,2003,12
0,100000,1569.15,2010,8
0,352000,3466.25,2010,12
0,80000,1297.15,2010,4
0,1500000,11414.25,2010,8
0,980000,7752.25,2010,7
0,220000,4773.88,1991,4
0,220000,4785.02,1991,4
1,310000,2817.29,2005,4
1,310000,2723.41,2005,4
0,190000,3017.73,1994,4
0,70000,1520.84,1994,4
0,70000,1193.44,1994,4
0,70000,48.47,1994,4
0,180000,2893.01,1993,4
0,80000,1645.56,1993,4
0,80000,55.39,1993,4
0,180000,2893.01,1993,4
0,85000,1707.92,1993,4
0,85000,1365.15,1993,4
0,85000,58.85,1993,4
0,180000,2893.01,1993,4
0,80000,1307.91,1993,4
0,80000,55.39,1993,4
0,180000,2893.01,1993,4
0,85000,1707.92,1993,4
0,85000,1365.15,1993,4
0,85000,58.85,1993,4
0,180000,2893.01,1993,4
0,85000,1365.15,1993,4
0,85000,58.85,1993,4
0,170000,2768.29,1994,4
0,80000,1645.56,1994,4
0,80000,1307.91,1994,4
0,80000,55.39,1994,4
0,150000,2518.85,1982,4
0,70000,1520.84,1982,4
0,70000,1193.44,1982,4
0,70000,48.47,1982,4
0,70000,801.28,1981,0
0,70000,48.47,1981,0
0,70000,801.28,1981,0
0,70000,48.47,1981,0
0,180000,2893.01,1993,4
0,80000,1645.56,1993,4
0,80000,1307.91,1993,4
0,80000,55.39,1993,4
0,247000,3728.38,2007,4
0,247000,3219.55,2007,4
0,247000,171.01,2007,4
0,170000,2768.29,1994,4
0,52000,1296.34,1994,4
0,52000,987.4,1994,4
0,52000,36,1994,4
0,170000,2768.29,1994,4
0,52000,1296.34,1994,4
0,52000,987.4,1994,4
0,52000,36,1994,4
0,190000,3017.73,1998,4
0,166000,2718.15,1998,4
0,166000,2292.35,1998,4
0,166000,114.93,1998,4
0,85000,58.85,1993,4
0,180000,2893.01,1993,4
0,80000,1307.91,1993,4
0,80000,55.39,1993,4
0,190000,3017.73,1995,4
0,85000,1707.92,1995,4
0,85000,1365.15,1995,4
0,85000,58.85,1995,4
0,85000,1365.15,1993,4
0,85000,58.85,1993,4
0,170000,2768.29,1997,4
0,61000,1090.42,1997,4
0,61000,42.23,1997,4
0,170000,2768.29,1994,4
0,85000,1707.92,1994,4
0,85000,1365.15,1994,4
0,85000,58.85,1994,4
0,180000,2937.01,1993,4
0,85000,1751.92,1993,4
0,85000,1391.671,1993,4
0,85000,58.85,1993,4
0,85000,1707.92,1993,4
0,85000,1365.15,1993,4
0,85000,58.85,1993,4
0,54000,37.39,1994,4
0,79000,1296.47,1993,4
0,79000,54.7,1993,4
0,180000,2893.01,1993,4
0,85000,1365.15,1993,4
0,85000,58.85,1993,4
0,73000,1558.26,1993,4
0,73000,1227.78,1993,4
0,73000,50.54,1993,4
0,180000,2893.01,1993,4
0,77000,53.31,1993,4
0,180000,2893.01,1993,4
0,85000,1707.92,1993,4
0,85000,1365.15,1993,4
0,85000,58.85,1993,4
0,180000,2893.01,1993,4
0,80000,1645.56,1993,4
0,80000,55.39,1993,4
0,180000,2893.01,1995,4
0,90000,1770.28,1995,4
0,90000,1422.38,1995,4
0,90000,62.31,1995,4
0,190000,3017.73,1998,4
0,166000,2718.15,1998,4
0,166000,2292.35,1998,4
0,166000,114.93,1998,4
0,170000,2768.29,1994,4
0,54000,1321.29,1994,4
0,54000,1010.29,1994,4
0,54000,37.39,1994,4
0,70000,801.28,1981,0
0,70000,48.47,1981,0
0,525000,287.38,1995,0
0,525000,7438.95,1988,9
0,525000,7438.7,1988,9
0,525000,287.38,1988,9
0,525000,7484.05,1988,9
0,525000,7483.8,1988,9
0,525000,6646.959,1988,9
0,525000,287.38,1988,9
0,525000,7483.8,1992,9
0,525000,6656.959,1992,9
0,525000,287.38,1992,9
0,675000,369.48,1993,0
0,675000,9265.75,1993,9
0,675000,9265.5,1993,9
0,675000,8303.466,1993,9
0,270000,147.79,1993,9
0,675000,369.48,1996,0
0,1100000,14655.45,1999,9
0,675000,9354.6,1999,9
0,270000,147.79,1999,9
0,730000,10040.81,1998,9
0,675000,9354.6,1998,9
0,675000,369.48,1998,9
0,1100000,14655.45,2000,9
0,675000,9354.6,2000,9
0,675000,8363.999,2000,9
0,675000,369.48,2000,9
0,675000,9354.85,1988,4
0,675000,9354.6,1988,4
0,675000,8363.999,1988,4
0,675000,369.48,1988,4
0,600000,328.43,1994,0
0,600000,328.43,1994,8
0,525000,287.38,1994,0
0,675000,369.48,2000,0
0,675000,369.48,1995,0
0,675000,369.48,2000,0
0,1100000,14655.45,2000,9
0,675000,9354.6,2000,9
0,675000,8363.999,2000,9
0,675000,369.48,2000,9
0,525000,287.38,1994,0
0,525000,287.38,1994,0
0,750000,10290.25,1998,9
0,675000,9354.6,1998,9
0,675000,8363.999,1998,9
0,675000,369.48,1998,9
0,750000,10290.25,1997,9
0,675000,9354.6,1997,9
0,675000,8363.999,1997,9
0,675000,369.48,1997,9
0,1100000,14655.45,2000,9
0,675000,9354.6,2000,9
0,675000,369.48,2000,9
0,1000000,13408.25,2000,9
0,675000,9354.6,2000,9
0,675000,8363.999,2000,9
0,675000,369.48,2000,9
0,675000,369.48,2000,9
0,600000,7505.479,2000,9
0,600000,328.43,2000,9
0,900000,12161.05,2000,10
0,600000,8419.2,2000,10
0,600000,328.43,2000,10
0,60000,32.84,1993,0
0,270000,147.79,1995,0
0,375000,205.27,2000,0
0,200000,3142.45,2000,4
0,200000,3142.2,2000,4
0,200000,2730.908,2000,4
0,375000,205.27,1999,0
0,200000,3142.45,2000,4
0,200000,3142.2,2000,4
0,200000,2730.908,2000,4
0,180000,98.53,1987,0
0,225000,123.16,1993,0
0,37500,613.509,2008,1
0,37500,20.53,2008,1
0,675000,9354.85,1992,9
0,675000,8363.999,1992,9
0,67500,36.95,1992,9
0,37500,708.31,2006,1
0,37500,684.3,2006,1
0,37500,613.509,2006,1
0,37500,20.53,2006,1
0,525000,6646.959,1984,9
0,525000,287.38,1984,9
0,525000,7438.95,1988,9
0,525000,7438.7,1988,9
0,525000,6616.324,1988,9
0,525000,287.38,1988,9
0,100000,1926.42,1993,4
1,250000,4707.19,1997,4
1,250000,5127.21,1997,4
1,220000,3145.32,2003,4
1,105000,2985.75,1982,4
1,105000,3029.05,1982,4
1,245000,3506.38,2010,4
1,245000,3553.35,2010,4
1,245000,4004.06,2010,4
1,195000,3839.38,1990,4
1,195000,4479.07,1990,4
0,1500000,19307.972,2009,8
0,1500000,1176.13,2009,8
0,1500000,19533.15,2009,8
0,1500000,19254.628,2009,8
0,1500000,1176.13,2009,8
0,300000,4225.599,1996,4
0,300000,235.23,1996,4
0,300000,4478.75,1996,4
0,300000,4478.75,1996,4
0,300000,235.23,1996,4
0,20584.4,1153.34,1982,1
0,20584.4,1129.33,1982,1
0,20584.4,466.213,1982,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,282797.6,4964.2,2003,4
0,282797.6,4963.95,2003,4
0,282797.6,4056.886,2003,4
0,240000,4563.53,2000,8
0,240000,3613.184,2000,8
0,296832.97,5272.35,1995,8
0,296832.97,5272.1,1995,8
0,296832.97,5272.35,1995,8
0,296832.97,5272.1,1995,8
0,296832.97,4322.004,1995,8
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,150000,3396.8,1994,8
0,150000,2460.938,1994,8
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,471.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,150000,3353.05,1997,8
0,150000,3352.8,1997,8
0,150000,2431.161,1997,8
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1158.84,1995,1
0,20584.4,1134.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,20584.4,1153.34,1995,1
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,240000,3613.184,2000,8
0,160000,3565.52,1994,8
0,160000,2615.424,1994,8
0,240000,4563.53,2000,8
0,240000,4563.28,2000,8
0,240000,3613.184,2000,8
0,120000,2910.69,1989,4
0,120000,2915.44,1989,4
0,120000,2010.845,1989,4
0,515505,7866.53,2006,8
0,214174.05,4019.23,2006,4
0,214174.05,4018.98,2006,4
0,214174.05,3140.725,2006,4
0,20584.4,1129.33,1995,1
0,20584.4,466.213,1995,1
0,300000,4433.65,1993,4
0,180000,2936.76,1993,4
0,180000,2479.121,1993,4
0,180000,124.63,1993,4
0,383000,5468.58,2002,4
0,383000,4802.841,2002,4
0,383000,265.17,2002,4
0,170000,2768.29,1997,4
0,61000,1408.59,1997,4
0,61000,1090.42,1997,4
0,61000,42.23,1997,4
0,170000,2768.29,1994,4
0,70000,1520.84,1994,4
0,70000,1193.44,1994,4
0,70000,48.47,1994,4
0,180000,2893.01,1993,4
0,72000,1545.78,1993,4
0,72000,1216.34,1993,4
0,72000,49.85,1993,4
0,383000,5468.83,2002,4
0,383000,5468.58,2002,4
0,383000,4802.841,2002,4
0,383000,265.17,2002,4
0,230000,3516.61,2000,4
0,111800,2042.17,2000,4
0,111800,1671.92,2000,4
0,111800,77.41,2000,4
0,450000,6304.45,2002,4
0,383000,5468.58,2002,4
0,383000,4802.841,2002,4
0,383000,265.17,2002,4
0,400000,5636.85,2007,4
0,247000,3728.38,2007,4
0,247000,3219.55,2007,4
0,247000,171.01,2007,4
0,300000,4433.65,1993,4
0,180000,2936.76,1993,4
0,180000,2479.121,1993,4
0,180000,124.63,1993,4
0,230000,3516.61,2000,4
0,111800,2042.17,2000,4
0,111800,1671.92,2000,4
0,111800,77.41,2000,4
0,230000,3516.61,2000,4
0,111800,2042.17,2000,4
0,111800,1671.92,2000,4
0,111800,77.41,2000,4
0,180000,2893.01,1993,4
0,85000,1707.92,1993,4
0,85000,1365.15,1993,4
0,85000,58.85,1993,4
0,450000,6304.45,2002,4
0,383000,5468.58,2002,4
0,383000,4802.841,2002,4
0,383000,265.17,2002,4
0,150000,2518.85,1982,4
0,75000,1583.2,1982,4
0,75000,1250.68,1982,4
0,75000,51.93,1982,4
0,800000,10714.75,1985,4
0,800000,10714.5,1985,4
0,800000,9603.393,1985,4
0,800000,553.89,1985,4
0,150000,2518.85,1982,4
0,60000,1396.12,1982,4
0,60000,1078.97,1982,4
0,60000,41.54,1982,4
0,240000,3646.33,2005,4
0,233450,3064.44,2005,4
0,233450,161.63,2005,4
0,250000,3766.05,2006,4
0,240000,3641.08,2006,4
0,240000,166.17,2006,4
0,70000,801.28,1981,0
0,70000,48.47,1981,0
0,70000,1564.84,1987,4
0,70000,1219.961,1987,4
0,70000,48.47,1987,4
0,70000,801.28,1981,0
0,70000,48.47,1981,0
0,70000,801.28,1981,0
0,70000,48.47,1981,0
0,260000,3890.77,1998,4
0,160000,2643.32,1998,4
0,160000,110.78,1998,4
0,60000,1067.8,1983,4
0,160000,2223.66,1998,4
0,160000,110.78,1998,4
0,160000,2223.66,1998,4
0,160000,110.78,1998,4
0,260000,3890.77,1998,4
0,160000,2643.32,1998,4
0,160000,2223.66,1998,4
0,160000,110.78,1998,4
0,260000,3890.77,1998,4
0,160000,2223.66,1998,4
0,160000,110.78,1998,4
0,260000,3890.77,1998,4
0,160000,2643.32,1998,4
0,160000,2223.66,1998,4
0,160000,110.78,1998,4
0,260000,3890.77,2002,4
0,160000,2643.32,2002,4
0,160000,2223.66,2002,4
0,160000,110.78,2002,4
0,260000,3890.77,1998,4
0,160000,2643.32,1998,4
0,160000,2223.66,1998,4
0,160000,110.78,1998,4
0,260000,3890.77,1998,4
0,160000,2643.32,1998,4
0,160000,2223.66,1998,4
0,160000,110.78,1998,4
0,260000,3890.77,1998,4
0,160000,2648.32,1998,4
0,160000,2223.66,1998,4
0,160000,110.78,1998,4
0,253500,3814.7,2010,4
0,245531,3710.31,2010,4
0,245531,3445.609,2010,4
0,253500,3809.7,2009,4
0,124332,2203.72,2009,4
0,124332,1934.019,2009,4
0,253500,3809.7,2010,4
0,124331,2198.71,2010,4
0,124331,1934.009,2010,4
0,253500,3809.7,2009,4
0,124332,2198.72,2009,4
0,253500,3809.7,2009,4
0,124332,2198.72,2009,4
0,124332,1934.019,2009,4
0,124332,2198.72,2009,4
0,124332,1934.019,2009,4
0,253500,3809.7,2009,4
0,245332,3707.83,2009,4
0,245332,3443.129,2009,4
0,253500,3809.7,2009,4
0,124332,1934.019,2009,4
0,124332,2198.72,2010,4
0,253500,4031.9,2009,6
0,124332,2420.92,2009,6
0,124332,2064.897,2009,6
0,940000,12371.73,2009,4
0,124332,1934.019,2009,4
0,124332,2198.72,2009,4
0,124332,1934.019,2009,4
0,500000,6884.05,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2010,4
0,500000,6884.05,2009,4
0,245531,3445.609,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2009,4
0,245000,3703.69,2009,4
0,245000,3438.989,2009,4
0,500000,6884.05,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,253500,3809.7,2010,4
0,124332,2198.72,2010,4
0,160000,2378.869,2010,4
0,500000,6884.05,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,300000,4124.949,2009,4
0,500000,6884.05,2009,4
0,245531,3715.31,2009,4
0,245531,3445.609,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,314483,4570.28,2010,4
0,314483,2429.359,2010,4
0,500000,6884.05,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,460000,6385.17,2010,4
0,314483,2429.359,2010,4
0,500000,6884.05,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2010,4
0,245531,3710.31,2010,4
0,245531,3445.609,2010,4
0,500000,6884.05,2010,4
0,245531,3710.31,2010,4
0,245531,3445.609,2010,4
0,500000,6884.05,2009,4
0,245531,3445.609,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,245332,3707.83,2009,4
0,245332,3443.129,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2009,4
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,245531,3445.609,2009,4
0,500000,6884.05,2009,4
0,245531,3710.31,2009,4
0,500000,6884.05,2010,4
0,230000,3671.71,2009,7
0,230000,3671.71,2009,7
0,230000,3343.275,2009,7
0,245531,3710.31,2009,4
0,245531,3445.609,2009,4
0,460000,6563.37,2009,4
0,230000,3694.81,2009,4
0,230000,3356.871,2009,4
0,245000,3703.69,2009,4
0,245000,3703.69,2009,4
0,245000,3438.989,2009,4
0,196184,114.2,1994,0
1,170000,2106.77,2009,4
1,170000,2220.03,2009,4
1,170000,2168.56,2009,4
0,351767,204.77,1999,0
0,350000,203.74,2005,4
0,219097,127.54,1998,0
0,300000,174.64,1995,0
0,480000,279.42,2003,8
0,473000,275.34,2006,4
0,400000,5815.05,2004,4
0,400000,3624.98,2004,4
0,400000,232.85,2004,4
0,450000,261.95,2001,0
0,400000,232.85,2004,0
0,400000,232.85,2004,0
0,400000,232.85,2004,0
0,487518.4,6090.94,2002,8
0,487518.4,6460.7,2002,8
0,272288,2567.35,1995,6
0,272288,2149.885,1995,6
0,272288,2412.89,1995,8
0,272288,2001.987,1995,8
0,272288,3581.69,1995,7
0,272288,3021.961,1995,7
0,118780,1779.99,1999,4
0,118780,1854.15,1999,4
0,118780,1544.445,1999,4
0,118780.65,1699.59,1999,4
0,118780.65,1773.75,1999,4
0,118780.65,1470.235,1999,4
0,118780.65,1940.81,1999,4
0,118780.65,2256.19,1999,4
0,118780.65,1780,1999,4
0,118780.65,1854.16,1999,4
0,118780.65,1544.455,1999,4
0,118780.65,2262.44,1999,4
0,118780.65,1544.455,1999,4
0,118780.65,1854.16,1999,4
0,118780.65,1544.455,1999,4
0,118780.65,2262.44,1999,4
0,118780.65,1699.59,1999,4
0,118780.65,1773.75,1999,4
0,118780.65,1470.235,1999,4
0,118780.65,1699.59,1999,4
0,118780.65,1773.75,1999,4
0,118780.65,1470.235,1999,4
0,118780.65,1860.41,1999,4
0,118780.65,1939.56,1999,4
0,118780.65,1484.44,1999,4
0,118780.65,1780,1998,4
0,118780.65,1773.75,1998,4
0,118780.65,1516.625,1998,4
0,118780.65,1699.59,1999,4
0,118780.65,1470.235,1999,4
0,118780.65,1860.41,1999,4
0,118780.65,1934.56,1999,4
0,118780.65,1841.345,1999,4
0,118780.95,1860.41,1999,4
0,118780.95,1934.57,1999,4
0,118780.95,1841.345,1999,4
0,118780.65,2262.44,1999,4
0,118780.65,1841.345,1999,4
0,940000,12615.93,2009,7
0,470000,6754.09,2009,7
0,230000,3395.756,2009,7
0,629000,8758.04,2009,12
0,629000,8758.04,2009,12
0,629000,8384.395,2009,12
0,629000,8847.14,2009,12
0,629000,8847.14,2009,12
0,629000,8436.876,2009,12
0,500000,6884.05,2010,4
0,245531,3710.31,2010,4
0,253500,3809.7,2009,4
0,124332,2198.72,2009,4
0,124332,1934.019,2009,4
0,470000,6389.036,2009,7
0,460000,6695.37,2009,10
0,470000,6820.09,2009,10
0,470000,6427.91,2009,10
0,940000,12615.93,2009,7
0,470000,6754.09,2009,7
0,470000,6389.036,2009,7
0,940000,12615.93,2009,7
0,296832.97,4322.004,1995,8
0,848998.36,10088.83,2002,4
0,848998.36,10462.5,2002,4
0,248000,2551.64,2006,4
0,248000,2708.44,2006,4
0,248000,2501.672,2006,4
0,320000,4639.4,2006,4
0,248000,2501.672,2006,4
0,260000,3890.77,2002,4
0,245000,3703.44,2002,4
0,245000,3196.65,2002,4
0,245000,169.63,2002,4
0,260000,3890.77,2002,4
0,245000,3703.44,2002,4
0,245000,3196.65,2002,4
0,245000,169.63,2002,4
0,245000,3703.44,2002,4
0,245000,3196.65,2002,4
0,245000,169.63,2002,4
0,260000,3890.77,2002,4
0,245000,3703.44,2002,4
0,245000,3196.65,2002,4
0,245000,169.63,2002,4
0,260000,3890.77,2002,4
0,245000,3703.44,2002,4
0,245000,3196.65,2002,4
0,245000,169.63,2002,4
0,260000,3890.77,2002,4
0,245000,3703.44,2002,4
0,245000,3196.65,2002,4
0,245000,169.63,2002,4
0,370000,5351.79,1998,4
0,210000,3356.02,1998,4
0,210000,2849.723,1998,4
0,210000,145.4,1998,4
0,370000,5351.79,1998,4
0,210000,3356.02,1998,4
0,210000,2849.723,1998,4
0,210000,145.4,1998,4
0,370000,5351.79,1998,4
0,210000,3356.02,1998,4
0,210000,2849.723,1998,4
0,210000,145.4,1998,4
0,60000,686.81,1981,0
0,60000,41.54,1981,0
0,60000,686.81,1981,0
0,60000,41.54,1981,0
0,280000,4140.21,2003,4
0,187000,2980.06,2003,4
0,187000,2532.73,2003,4
0,187000,129.47,2003,4
0,260000,3890.77,2003,4
0,187000,2980.06,2003,4
0,187000,2532.73,2003,4
0,187000,129.47,2003,4
0,260000,3890.77,2003,4
0,154000,2154.98,2003,4
0,154000,106.62,2003,4
0,260000,3890.77,2003,4
0,154000,2568.49,2003,4
0,154000,2154.98,2003,4
0,154000,106.62,2003,4
0,260000,3890.77,2003,4
0,154000,2568.49,2003,4
0,154000,2154.98,2003,4
0,154000,106.62,2003,4
0,260000,3890.77,2003,4
0,154000,2568.49,2003,4
0,154000,2154.98,2003,4
0,154000,106.62,2003,4
0,260000,3890.77,2003,4
0,154000,2568.49,2003,4
0,154000,2154.98,2003,4
0,154000,106.62,2003,4
0,260000,3890.77,2003,4
0,154000,2573.49,2003,4
0,154000,2154.98,2003,4
0,154000,106.62,2003,4
0,260000,3890.77,2003,4
0,154000,2568.49,2003,4
0,154000,2154.98,2003,4
0,154000,106.62,2003,4
0,260000,3890.77,2003,4
0,154000,2568.49,2003,4
0,154000,2154.98,2003,4
0,154000,106.62,2003,4
0,260000,3890.77,2003,4
0,154000,2568.49,2003,4
0,154000,2154.98,2003,4
0,154000,106.62,2003,4
0,400000,5636.85,2007,4
0,247000,3728.38,2007,4
0,247000,3219.55,2007,4
0,247000,171.01,2007,4
0,400000,5636.85,2007,4
0,247000,3728.38,2007,4
0,247000,3219.55,2007,4
0,247000,171.01,2007,4
0,230000,3521.61,2000,4
0,111800,1671.92,2000,4
0,111800,77.41,2000,4
0,600000,8441.45,1999,10
0,300000,4699.6,1999,10
0,300000,4018.208,1999,10
0,300000,207.71,1999,10
0,350000,5146.35,1985,4
0,90000,1903.38,1985,4
0,90000,1502.614,1985,4
0,90000,62.31,1985,4
0,100000,1144.69,2010,0
0,100000,69.24,2010,0
0,70000,1193.44,1981,4
0,70000,48.47,1981,4
0,230000,3516.61,2000,4
0,111800,2042.17,2000,4
0,111800,1671.92,2000,4
0,111800,77.41,2000,4
0,1726751.93,22004.24,2009,8
0,1726751.93,21000.18,2009,8
0,2098496,27041.59,2007,7
0,2098496,26686.029,2007,7
0,253500,3809.7,2009,4
0,124332,2198.72,2009,4
0,124332,1934.019,2009,4
0,400000,5636.85,2009,4
0,400000,5636.85,2009,4
0,500000,6884.05,2010,4
0,234531,3573.12,2010,4
0,118780.65,2256.19,1999,4
0,118780.65,1934.56,1999,4
0,340000,3336.3,1999,6
0,340000,3542.46,1999,6
0,340000,3174.805,1999,6
0,330000,2639.12,1999,6
0,330000,2335.455,1999,6
0,330000,3515.14,1999,8
0,330000,3715.33,1999,8
0,330000,3312.367,1999,8
0,118780.65,1854.16,1999,4
0,118780.65,1544.455,1999,4
0,118780.65,1780,1999,4
0,118780.65,1854.16,1999,4
0,118780.65,1544.455,1999,4
0,118780.65,1860.41,1999,4
0,118780.65,1934.56,1999,4
0,118780.65,1841.345,1999,4
0,118780.65,1860.41,1999,4
0,118780.65,1934.56,1999,4
0,118780.65,1841.345,1999,4
0,118780.65,1699.59,1999,4
0,118780.65,1773.75,1999,4
0,118780.65,1470.235,1999,4
0,118780.65,1860.41,1999,4
0,118780.65,1934.56,1999,4
0,118780.65,1841.345,1999,4
0,118780.65,2262.44,1999,4
0,118780.65,1841.345,1999,4
0,118780.65,1699.59,1999,4
0,118780.65,1773.75,1999,4
0,118780.65,1470.235,1999,4
0,118780.65,1940.81,1999,4
0,118780.65,2256.19,1999,4
0,272288,3758.16,1995,6
0,272288,3181.915,1995,6
0,267579.18,2600.04,2006,4
0,267579.18,2509.2,2006,4
0,267579.18,2270.115,2006,4
0,267579.18,2899.39,2006,4
0,267579.18,2938.69,2006,4
0,267579.18,3049.06,2006,4
0,267579.18,3049.06,2006,4
0,267579.18,3511.35,2006,4
0,601269,5239.53,2007,6
0,601269,5544.93,2007,6
0,601269,5238.323,2007,6
0,601269,4927.89,2007,6
0,601269,5233.28,2007,6
0,601269,4940.843,2007,6
0,601269,4927.89,2007,6
0,601269,5233.28,2007,6
0,601269,4940.843,2007,6
0,601269,7109.4,2007,6
0,601269,6428.243,2007,6
0,601269,4927.89,2007,6
0,601269,4940.843,2007,6
0,601269,4616.24,2007,6
0,601269,4921.64,2007,6
0,601269,4643.363,2007,6
0,118780.65,1780,1998,4
0,118780.65,1773.75,1998,4
0,118780.65,1516.625,1998,4
1,300000,3791.91,2004,4
1,105000,2218.84,1991,4
1,105000,2219.02,1991,4
0,285000,4579.09,1997,4
0,285000,4957.67,1997,4
0,285000,5164.94,1997,4
0,340000,4468.5,2007,4
0,340000,3337.22,2007,4
0,150000,817.59,1981,4
0,150000,3125.93,1981,4
0,19474.69,692.155,1995,1
0,19474.69,664.36,1995,1
0,19474.69,502.118,1995,1
0,19474.69,776.24,1996,1
